,Item Description,Category
580901,Paolucci Amaro CioCiaro,1082100.0
583007,Corazon De Agave Anejo Tequila,1901200.0
586937,The Irishman Cream Liqueur,1081200.0
586962,Smirnoff Vodka 100prf,1031100.0
590412,Corralejo Reposado Tequila w/2 Sangrita Glasses,1022200.0
591123,Platinum 7X Vodka PET,1031000.0
592514,The Pogues Irish Whiskey,1012400.0
593106,Los Amantes Mezcal Anejo  Tequila,1022300.0
597258,Velvet Falernum,1901200.0
599965,Absolut Citron w/ Fever Tree Ginger Beer,1032200.0
607768,Captain Morgan w/50ml Cannonblast & Loconut,1701100.0
608527,Blue Chair Bay Key Lime Cream Mini,1081300.0
609068,Blue Chair Bay Key Lime Cream,1081300.0
612890,JP Wisers Rye,1012100.0
613757,HA Dalwhinnie Distillers Edition,1012300.0
613758,Highland Park Fire Edition HA,1012300.0
613759,Lagavulin Distillers Edition HA,1012300.0
613760,HA Glenkinchie Distillers Edition,1012300.0
614343,Bowmore Darkest 15YR,1901200.0
614345,Vat 69 Scotch,1901200.0
614999,Cedar Ridge Apple Brandy Cask Finished Bourbon,1011800.0
615266,Cruzan Tropical Fruit,1062500.0
615678,Hornitos Reposado w/ Hornitos Plata 200ml,1701100.0
618024,Caol Ila 15YR HA,1012200.0
618849,Talisker Malt Scotch 30YR HA,1012300.0
623859,"Smirnoff Red, White and Berry",1701100.0
624668,Grand Marnier Centenaire (100),1901200.0
626097,"Smirnoff Red, White and Berry Mini",1701100.0
626673,Death''s Door Gin,1041100.0
628427,Bulleit Bourbon Frontier Whiskey,1011200.0
632999,Ole Smoky Harley Davidson Road Charred Moonshine,1011700.0
641305,Koval Dry Gin,1041100.0
641306,Koval Bourbon,1091000.0
641307,Koval Rye,1011100.0
642897,Gjergj Kastrioti Skenderbeu V.S.O.P Konjak,1052100.0
643182,Bulleit Bourbon Frontier Whiskey Mini,1011200.0
646541,Auchentoshan American Oak,1012300.0
646544,Westland Peated Single Malt,1091000.0
646545,Westland American Single Malt,1091000.0
646546,Westland Sherry Wood Single Malt,1091000.0
646548,J. W. Dant 100 Prf Bond Bourbon,1901200.0
647650,Bols Black Raspberry Liqueur,1901200.0
647651,Cherry Heering,1082000.0
647655,Smirnoff Fluffed Marshmallow,1031200.0
648103,Metaxa 7 Star Amphora,1901200.0
649990,Cedar Ridge American Whiskey Explorer Pack,1011800.0
653519,Smirnoff Watermelon Mini,1031200.0
654397,Tarantula Blue Ready To Drink Margarita,1070000.0
654869,HA Michters 10YR Old Single Barrel,1011200.0
656105,HA Yamazaki 12YR,1012300.0
656107,Talisker Distillers Edition HA,1012300.0
656108,Redbreast 12YR Cask Strength HA,1012400.0
656109,Hakushu 12YR HA,1901200.0
656110,HA Basil Hayden Rye,1011600.0
656663,Seagram's Vo Gold,1901200.0
658354,Three Olives Cucumber Lime,1032200.0
658355,Three Olives Fresh Watermelon Flavored Vodka,1032200.0
661031,The Kings Ginger,1082000.0
663085,Dubliner Irish Whiskey 10YR HA,1012400.0
666105,Coole Swan Irish Superior Cream Liqueur,1081200.0
670071,HA Minor Case Straight Rye,1011600.0
675854,Sipsmith London Dry Gin,1042100.0
675918,Rondiaz Rum Dark,1062100.0
678414,Hine Rare Vsop Cognac,1901200.0
679027,Mezcal Amaras Cupreata,1022300.0
682571,Kavalan Sherry Oak Single Malt,1012300.0
682572,Kavalan Classic Single Malt Whiskey,1012210.0
682575,Nikka Pure Malt,1901200.0
682576,Dripping Springs Artisan Gin,1041100.0
684457,Belvedere Pure Spritz VAP,1701100.0
690152,The Glenrothes Vintage Reserve,1012300.0
690689,Crater Lake Gin,1901200.0
690690,Beach Bonfire Cinnamon Whiskey,1062500.0
690691,Beach Island Coconut Whiskey,1062500.0
692037,Gjergj Kastroti Skenderbeu Balle Kazani Skrapari,1052100.0
695657,Fernandez Brandy de Jerez,1901200.0
695667,Framboise Raspberry Liqueur,1901200.0
696919,Nuvo Liqueur,1901200.0
697339,Don Q Gold Rum,1901200.0
698475,Caravella Orangecello,1901200.0
698751,El Charro Reposado,1022100.0
699764,Patron Gran Platinum,1901200.0
699843,UV Peach DISCO,1031200.0
699845,Mozart Chocolate Cream Liqueur,1081200.0
701827,Moletto Grappa Di Barbera,1901200.0
701852,99 Cinnamon,1081400.0
702105,Roger Clynes Mexican Moonshine Silver Tequila,1901200.0
702106,Roger Clynes Mexican Moonshine Reposado,1901200.0
702287,Rich & Rare PET,1012100.0
702895,Old Medley 12YR,1011200.0
703266,Mellow Corn Whiskey,1901200.0
705905,UV Whipped DISCO,1031200.0
709099,Deep Eddy Orange,1031200.0
709100,Deep Eddy Orange Mini,1031200.0
709179,Daron Calvados Fine,1092100.0
709348,Branca Menta,1901200.0
709668,San Matias Gran Reserva Anejo,1022200.0
710171,DeLuze Cognac VSOP,1052100.0
712412,Grand Marnier Cordon Rouge Liqueur Mini,1901200.0
714291,Jim Beam PET,1701100.0
717319,Crystal Head Aurora Vodka,1032100.0
719322,Jagermeister Green Glass Shot Set,1701100.0
720859,Old Potrero Rye,1901200.0
720863,Meukow Vs Vanilla,1901200.0
722849,Corralejo Gran Anejo,1022200.0
724522,Jeremiah Weed Cinnamon Whiskey,1011100.0
724937,Glenmorangie Original w/2 Craftsman Cups,1701100.0
732710,Sabroso,1901200.0
737508,Crystal Head Vodka Mini,1901200.0
737756,Arrow Apricot Brandy,1901200.0
740129,Van Gogh Dutch Caramel Vodka,1901200.0
740227,Inver House Scotch,1901200.0
740229,Everclear 151,1901200.0
743625,Ballantine's Scotch Finest,1901200.0
743974,Pride of the Wapsi,1031200.0
747147,Powers John Lane,1012400.0
747148,Redbreast 15yr,1012400.0
747153,Chivas Royal Salute,1012200.0
747159,Plantation Rhum 3 Stars,1901200.0
747652,Uncle Bob's Root Beer Mini,1011100.0
751602,Smooth Ambler Old Scout American Whiskey,1091100.0
753962,Jim Beam Vanilla,1011200.0
755018,TGIFridays Classic Margarita,1071100.0
756176,Jim Beam Apple w/2 Glasses,1011200.0
756299,HA Very Old Barton 6YR,1011200.0
756841,Yellow Spot,1012400.0
756843,Breckenridge Vodka,1901200.0
757727,Maker's Mark Co-Pack,1701100.0
760279,Malibu w/Dole Pineapple Juice,1062500.0
764973,Pearl Citrus Vodka,1031200.0
764974,Pearl Orange Vodka,1031200.0
764975,Pearl Grape Vodka,1031200.0
764985,Elemental Romarin Liqueur,1091100.0
765220,Starr Oak Aged 7 year African Rum,1062100.0
765222,KeKe Key Lime Liqueur,1081200.0
765225,Glenfarclas 21yr,1901200.0
765227,Glenfarclas 105 6pak Sing Malt Scotch,1901200.0
766332,Kahlua w/Absolut 50ml & Glass,1701100.0
769279,Hennessy VS 750ml w/50ml VSOP,1701100.0
772444,Jack Daniel's TN Honey w/Flask,1701100.0
772500,Pearl Citrus,1032200.0
772501,Pearl Red Berry,1031000.0
772511,Pearl Cherry Vodka,1031200.0
785605,HA EH Taylor Jr Barrel Proof,1901200.0
786581,Corralejo Silver,1022200.0
787038,HA Teeling Single Grain,1012400.0
787040,HA Macallan Rare Cask,1012200.0
787041,Three Olives Vanilla,1032200.0
787189,HA Teeling Single Malt,1012400.0
787191,HA Knob Creek 25th Anniversary,1011200.0
787213,J Wray Silver,1062200.0
788939,Stinky Gringo Margarita,1071100.0
788942,Glenlivet w/2 Glasses,1012300.0
791305,Ella Apricot,1092100.0
791306,Ella Plum,1092100.0
791307,Ella Quince,1092100.0
791308,Ella Williams Pear,1092100.0
792505,Gran Centenario Reposado,1901200.0
792507,Smirnoff Wild Honey,1031200.0
792508,Trader Vic's Chestnut Liqueur,1901200.0
792647,Jose Cuervo Reserva De La Familia,1901200.0
792648,Tin Cup Whiskey,1901200.0
792649,Three Olives Watermelon Vodka,1901200.0
793659,Agavero Orange Tequila Liqueur,1901200.0
802405,HA Expresiones Corazon Repo Buffalo Trace Finished,1022200.0
802406,HA Expresiones Corazon Blanco,1022200.0
802407,HA Expresiones Corazon Anjeo ORVW Finish,1022200.0
802410,HA Oban Little Bay,1012300.0
802411,HA Oban Distillers Edition,1012300.0
807394,UV Vanilla Ivory,1031200.0
808977,American Born Apple Whiskey,1011400.0
808978,American Born Bourbon Whiskey,1011200.0
808979,American Born Peach Whiskey,1011400.0
811192,Kammer Williams Pear Brandy W/pear,1901200.0
811193,Dekuyper Orange Curacao,1901200.0
811195,Old Parr,1012200.0
812057,Maui Tropical Schnapps,1901200.0
812322,Jack Daniel's Grill Out w/2 Rock Glasses,1701100.0
812640,Dr. McGillicuddy's Grape,1901200.0
817583,HA Redbreast 12YR Cask Strength,1012400.0
817776,Kinky Green Liqueur Mini,1081300.0
817777,Kinky Green Liqueur,1081300.0
817778,Kinky Pride Pink Liqueur,1081300.0
818765,Gentleman Jack w/ Coaster Set,1701100.0
819370,Holstein Single Barrel Sippin' Rum,1062500.0
822118,HA Glendronach 18YR Allardice,1012300.0
824713,Prichards Peach Mango Rum,1062500.0
827173,Bird Dog Blackberry w/2 Shot Glasses,1011100.0
831086,Bird Dog Apple w/2 Shot Glasses,1011100.0
832003,HA Ardbeg Kelpie,1012200.0
832006,HA Orphan Barrel Rhetoric 23YR,1011100.0
832340,Five O'clock Rum,1901200.0
832960,Kirkland Signature Tequila Silver,1022200.0
833703,Auchentoshan 12yr,1012300.0
833704,Kru Pistachio,1031200.0
834059,Jose Cuervo La Reserva de la Familia,1901200.0
834060,Ron Matusalem Gran Reserva,1901200.0
835033,HA Caol Ila 15YR,1012200.0
835034,HA Lagavulin Distillers Edition,1012300.0
835035,HA Talisker Distillers Edition,1012300.0
837799,Frey Ranch Vodka,1031100.0
837800,Frey Ranch Gin,1041100.0
838829,Rothman & Winter Orchard Pear,1082900.0
838834,Aberfeldy 21 Year Single Malt Scotch,1901200.0
838835,Cruzan Banana Rum,1901200.0
838836,Amrut Single Malt Whisky,1012300.0
844765,Elijah Craig 9YR Barrel Program #5122667 -2666,1011200.0
845234,Few American Gin,1901200.0
845724,Malibu 1.75L w/Pineapple VAP Giant Tray Pack,1062500.0
846269,Clear Creek Grappa Pinot Noir,1051100.0
846270,IW Harper,1011100.0
846653,Elijah Craig 9YR Barrel Program #5122668 -2513,1011200.0
848986,Elijah Craig 8YR Barrel Program #5253888 -2665,1011200.0
851383,Cruzan Black Cherry,1062500.0
851680,Ole Smoky Moonshine Peaches (Peaches in bottle),1011700.0
854101,Koloa Hawaiian Pineapple Passion Rum Cocktail,1070000.0
858810,44 North Huckleberry Vodka,1901200.0
858814,La Hechicera Aged Rum,1062300.0
858815,City Amber Gin,1901200.0
858820,Piscologia Pisco,1092000.0
860677,Bombay Sapphire Gin Minis,1901200.0
861435,Burnett's Blackberry Flav. Vodka,1031000.0
861438,Burnett's Peach Vodka,1901200.0
863345,Nocello Walnut Liqueur,1901200.0
863347,Ketel One Oranje,1032200.0
865202,Blood Oath Pact No. 3,1011200.0
867124,Rogue Dark Rum,1062300.0
872083,Disaronno Amaretto Mini,1901200.0
877674,New Amsterdam Peach Mini,1901200.0
877675,New Amsterdam Mango Mini,1031200.0
877676,New Amsterdam Red Berry Mini,1031200.0
878463,Sari Zeybek,1092100.0
880910,Yellowstone Select,1011200.0
889567,Members Mark Silver Tequila,1022100.0
891198,Marie Brizard Creme de Cassis,1081200.0
892670,Red Shank Irish Whisky,1012400.0
899706,Sobieski Bizon Grass Vodka,1901200.0
899708,Montelobos,1022300.0
899713,Bunnahabhain 12YR,1012200.0
899715,"Rye, Barley, Wheat Whiskey",1011600.0
900835,360 Red Delicious Apple Vodka,1031200.0
903718,Amrut Portonova Single Malt Whisky,1012300.0
903719,Amrut Kadhambam Single Malt Whisky,1012300.0
903721,"Clear Creek Apple Brandy, Aged 2 years",1901200.0
903723,Boyd & Blair Potato Vodka,1901200.0
906473,Templeton 4YR Rye,1011600.0
908251,Kirkland Signature Original Spiced Rum,1062500.0
910667,Flor De Cana Gold,1062100.0
912971,Jewel Of Russia Classic,1901200.0
918679,Grind Espresso Shot,1081100.0
919396,Jose Cuervo Especial Silver Mini,1901200.0
919570,Whalers Vanilla Rum,1901200.0
922614,Three Olives Cake Flavored Vodka,1032000.0
922789,Christian Drouin Calvados Selcetion,1052100.0
923696,Jose Cuervo Gold w/1L Classic Margarita Mix,1701100.0
925034,Jackson Morgan Southern Creams Salted Caramel,1011400.0
926604,Bushmills 10yr Malt Irish,1901200.0
926844,Three Olives Orange Vodka,1901200.0
926846,Pinnacle Chocolate Whipped,1032200.0
931641,DeKuyper Blackberry Brandy,1051100.0
932402,Admiral Nelson Pineapple Rum,1062500.0
938828,Jameson 18YR,1701100.0
942315,Conjure,1901200.0
947339,Pau Maui Hawaiian Vodka,1031000.0
947341,Cardenal Mendoza Brandy,1901200.0
950180,Seagrams Juicy Watermelon Vodka,1031100.0
951883,Schladerer Kirschwasser,1901200.0
951884,Amador Whiskey Bourbon Double Barrel,1011200.0
953367,Ole Smoky Salty Caramel Whiskey,1011400.0
956121,UV Pink Lemonade,1031200.0
956122,Tooters Mellon Ball,1071100.0
956123,Tooters Bahama Mama,1071100.0
956126,Herradura Sliver,1022200.0
957009,St. Germain Liqueur,1082100.0
960800,Tanqueray Rangpur,1901200.0
961460,I.W. Harper 15YR,1011200.0
962675,UV Apple Green,1031200.0
962694,YB Bourbon 1 Liter,1011300.0
962699,Caipirinha Lime,1901200.0
962702,Grappa Moscato 375ml,1901200.0
963905,North 40 Vodka,1031100.0
965147,Leroux Polish Blackberry Brandy,1901200.0
966899,Smirnoff Sours Green Apple Mini,1031200.0
968143,HA Rittenhouse Rye 100prf,1901200.0
968144,HA Elijah Craig Cask Barrel Proof,1901200.0
968145,HA 1792 Sweet Wheat,1011200.0
969420,HA Macallan Edition No. 2,1012200.0
969816,HA Knob Creek 2001 #4,1011200.0
970846,Caliber Gin,1041100.0
970886,HA Highland Park Fire Edition,1012300.0
971415,Di Amore Amaretto Mini,1081000.0
975303,Calumet Farm Bourbon,1011200.0
976261,Herradura Anjeo,1022200.0
976529,Haymans Sloe Gin,1042100.0
976534,Pisco Porton,1901200.0
976536,Ancnoc 12yr,1901200.0
979485,Corazon Anejo Tequila,1022100.0
979486,Corazon De Agave Blanco,1022200.0
979487,Corazon De Agave Reposado,1022200.0
982343,Giffard Creme de Pamplemousse Rose Pink Grapefruit Liqueur,1082000.0
982344,Giffard Creme De Violette Violet Liqueur,1082000.0
982346,Kelt VSOP,1052100.0
982922,Meukow Vs,1901200.0
987686,Pinnacle Blackberry,1032200.0
990270,Big Peach Liqueur,1081330.0
992887,Queen Jennie Sorghum Whiskey,1011100.0
994874,Highland Park Dark Origins,1012300.0
994876,Ancnoc Blas Scotch,1012200.0
997636,Siete Leguas Anejo,1901200.0
999863,Helix Vodka,1032100.0
1003296,McCormick Apple Vodka,1031200.0
1003404,Firefly Peach Moonshine,1081000.0
1007665,Glenfarclas 25yr Sing Malt,1901200.0
1014709,HA Elijah Craig 18YR Single Barrel,1901200.0
1017016,McCormick Peach Vodka,1031200.0
1017257,HA Bernheim Original Wheat Whiskey,1901200.0
1020094,HA Johnnie Walker Odyssey,1901200.0
1020209,HA Highland Park Valkyrie,1012200.0
1020210,HA Rebel Yell 10YR Single Barrel,1011200.0
1020862,Tequila Rose Pet,1901200.0
1021112,Hennessy VSOP Privilege Flask,1052100.0
1021498,Charbay Green Tea Vodka,1031200.0
1022779,Piping Rock Peppermint Schnapps,1081300.0
1023358,Tarantula Azul,1091100.0
1028874,Hennessy VS Luminous,1052100.0
1028908,Dewars w/2 Glasses,1011100.0
1029500,Caliber Spiced Rum,1062300.0
1031626,Caliber Silver Rum,1062200.0
1035186,Holy Hell,1062400.0
1037580,Caliber Canadian Whiskey,1012100.0
1037587,Caliber Vodka,1031100.0
1039869,Plantation Rhum Grand Reserve 5 Year,1901200.0
1042326,Caliber Citrus Vodka,1031200.0
1044838,"Calvados Morin ""Selection""",1052100.0
1046699,Wild Turkey American Honey w/Pitcher,1081600.0
1046982,Caliber Triple Sec,1081500.0
1046986,Caliber Butterscotch,1081300.0
1046987,Caliber Peach Schnapps,1081300.0
1046988,Caliber Sour Apple Schnapps,1081300.0
1046996,Zyr Vodka,1901200.0
1050242,Weller Reserve Barrel Program,1011200.0
1054183,Jim Beam Vanilla Mini,1011200.0
1060291,HA Weller 12YR,1901200.0
1060292,HA Elmer T Lee Single Barrel,1901200.0
1060293,HA Stagg Jr,1901200.0
1063317,Metcalfes Vermont Maple Cream,1081300.0
1065323,Oxley Dry Gin,1901200.0
1067589,Single Malt OPX Single Barrel Barrel Program,1012300.0
1070100,St. George Green Chile Vodka,1031200.0
1070103,Corzo Silver Tequila,1901200.0
1070105,Bacardi Anejo Mex Rum,1901200.0
1070107,Bruichladdich PC Scottish Barley,1012300.0
1070192,Cruzan Guava Rum,1901200.0
1078269,Black Maple Hill Oregon Straight Bourbon,1011200.0
1088195,Copper Cross Hybrid Whiskey,1011800.0
1088743,Varan Coffee Mezcal Liqueur,1082100.0
1089007,Fleischmann's Gin Mini,1041100.0
1089008,Burnetts Coconut  Vodka,1031100.0
1098040,Hennessy VS JonOne LE,1052100.0
1109450,Bartenders Strawberry Tequila,1901200.0
1112924,Balvenie 15yr Sherry Cask,1012300.0
1116383,Jefferson's The Manhattan Barrel Finish,1070000.0
1116471,Moletto Distillato D'uva Grappa,1901200.0
1116472,Phillips Butterscotch Schnapps,1901200.0
1118497,Duke Bourbon Whiskey,1011200.0
1122714,Giffard Lichi Li,1082100.0
1122715,Giffard Creme de Mure,1082100.0
1122716,JM VSOP,1062300.0
1126243,Dewars w/Glass & Ice Mold,1011100.0
1128137,Novo Fogo Silver Cacha�a,1062200.0
1131898,Gibson Finest 12YR,1012100.0
1132379,Pillar 136 Gin,1041100.0
1132380,SD Strong Vodka,1031100.0
1133875,Flor De Cana 12yr Centenario,1062300.0
1133878,Santo Puro Mezquila,1092100.0
1144943,Herradura Reposado,1022200.0
1151423,Old Camp Whiskey,1011200.0
1151894,Moonshine 200ml,1012400.0
1153558,Blueberry Valentino 200ml,1082000.0
1153570,Framboise (Raspberry Liqueur),1901200.0
1153584,Moonshine 1 liter,1012400.0
1153585,Moonshine 750ml fenice,1012400.0
1153586,Moonshine 375ml Pilar,1012400.0
1153587,Moonshine 100ml,1012400.0
1153588,Moonshine 50ml,1012400.0
1153590,Amrita Indian Whiskey 1 Liter,1092100.0
1153591,Amrita Indian Whiskey 750ml Fenice,1092100.0
1153592,Amrita Indian Whiskey 375ml Pilar,1092100.0
1153593,Amrita Indian Whiskey 200ml,1092100.0
1153594,Amrita Indian Whiskey 100ml,1092100.0
1153595,Amrita Indian Whiskey 50ml,1092100.0
1155781,360 Mandarin Orange Vodka,1901200.0
1156108,Russell's Reserve 6 year Rye,1011600.0
1162724,Hangar One Mandarin Flavored Vodka,1032200.0
1173895,Solana Agave Blanco Tequila,1022200.0
1176754,Adelaides Caramel Mocha Mojo,1081200.0
1179503,Hyde 10YR Irish Whiskey Oloroso Sherry Finish,1012400.0
1179504,Hyde Irish Whiskey 6YR Bourbon Finish Cask,1012400.0
1180076,Adelaides Caramel Mocha Mojo Mini,1081200.0
1184043,Adelaides Coconut Liqueur,1081300.0
1184044,Adelaides Coconut Liqueur Mini,1081300.0
1188322,FrappaChata Iced Coffee Blend,1071100.0
1200303,HA Glenfiddich Experiment 1 India Pale Ale Cask,1012200.0
1201268,Seagrams Extra Smooth Vodka Mini,1031100.0
1201269,Seagrams Juicy Watermelon Vodka Mini,1031200.0
1202612,Van Gogh Espresso Vodka,1901200.0
1202920,Hiram Walker Blue Curacao,1901200.0
1204986,Agwa Herbal Liqueur,1901200.0
1206140,Kavalan Concertmaster,1012210.0
1206216,Cruzan Single Barrel Rum,1901200.0
1207764,Bird Dog Kentucky Bourbon,1011200.0
1209525,Kauai Coconut Hawaiian Rum,1062300.0
1213599,Hennessy VS Flask,1701100.0
1220816,Admiral Nelson Pineapple,1062500.0
1224091,No. 3 London Dry Gin,1901200.0
1226733,Dr Grape Mini,1081300.0
1226734,Hiram Walker Creme De Menthe White,1901200.0
1228932,Kentucky Gentleman Bourbon,1901200.0
1228934,Ransom Old Tom Gin,1041100.0
1228936,John Barr Reserve,1012300.0
1232327,El Mayor Anejo Barrel Program,1022200.0
1233459,Jim Beam Red Stag Black Cherry,1011100.0
1235808,El Mayor Reposado Barrel Program,1022200.0
1237217,Elijah Craig 9YR Barrel Program #5126005 -2561,1011200.0
1238634,Orphan Girl Bourbon Cream Liqueur,1081200.0
1239225,Pearl Blueberry Mini,1031200.0
1239226,Pearl Peach Mini,1031200.0
1240111,Mt Gay Silver Rum,1901200.0
1248827,Pinnacle Strawberry,1032200.0
1248828,Pinnacle Citrus,1032200.0
1248829,Pinnacle Cherry,1032200.0
1251089,Charles Baur Fine d'Alsace,1052100.0
1251091,Kings County Distillery Straight Bourbon Whiskey,1011200.0
1251092,Aha Yeto Anejo Tequila,1901200.0
1251197,Mr Boston Five Star Brandy,1901200.0
1251203,Ty Ku Citrus Premium Liqueur,1901200.0
1258586,DeKuyper Mixologist Blood Orange,1901200.0
1258587,RumHaven,1062200.0
1261319,Larceny,1011200.0
1269679,99 Coconut Mini,1081400.0
1269993,Woodford Reserve Straight Bourbon,1011200.0
1272335,Giffard Vanille de Madagascar,1082100.0
1272337,Giffard Banane du Bresil,1082100.0
1273394,Kirkland Signature Tequila Anejo,1022200.0
1274108,Brokers Gin Mini,1042100.0
1275426,Trave Amaretto,1901200.0
1280934,Calico Jack Pineapple,1062300.0
1281769,Orange Liqueur,1081000.0
1282689,Three Olives Triple Shot Espresso,1901200.0
1283314,Revel Stoke Root Beer Mini,1011100.0
1288445,Sauza Tres Generaciones Plata,1901200.0
1292625,SKYY Infusions Pacific Blueberry,1031200.0
1293429,Uncle Bob''s Root Beer Whiskey,1081600.0
1293431,Georgia Moon Peach Fruit Jar,1901200.0
1294776,Admiral Nelson Vanilla Rum,1901200.0
1297522,HA Grand Marnier Centenaire (100),1901200.0
1298532,Seagrams Extra Smooth Vodka 1.75L w/Juicy Watermelon 50ml,1031100.0
1299985,Macchu Pisco,1052100.0
1299986,La Diablada Pisco,1052100.0
1304474,Admiral Nelson Vanilla,1062500.0
1308846,UV Blue Raspberry,1031200.0
1308852,New Amsterdam Lemon,1031200.0
1308853,New Amsterdam Raspberry,1031200.0
1310989,Smirnoff Sourced Watermelon Mini,1031200.0
1311226,Revel Stoke Spiced Whisky,1012100.0
1314782,Margaritaville Gold Tequila Mini,1022200.0
1316349,Admiral Nelson  101 Mini,1062400.0
1316352,High West The 36th Vote Barreled Manhattan,1071100.0
1318407,J.w. Dant Scotch,1901200.0
1324398,Smirnoff Sourced Watermelon,1031200.0
1332954,Sweet Carolina Sweet Tea Vodka,1031200.0
