,Store Number,Store Location
32947,4463,"145 Us Hwy 18 W
Garner 50438
(43.105833, -93.603007)"
32973,4780,"576, N Main Ave
Britt 50423
(43.102653, -93.802043)"
32983,3682,"110 E Main St
Wesley 50483
(43.088185, -93.989798)"
33001,4268,"1905 Highway 18 E
Algona 50511
(43.082782, -94.214064)"
33058,2585,"1516 Highway 169 North
Algona 50511
(43.081288, -94.236003)"
33174,3842,"107 N Portland St Po Bx 222
Bancroft 50517
(43.29355, -94.218)"
33224,4650,"202, W 4th Ave
Swea City 50590
(43.38496, -94.308749)"
33259,4073,"306 Hwy 69 South
Forest City 50436
(43.261538, -93.633306)"
33358,3881,"120 E Main St
Marshalltown 50158
(42.049166, -92.9104)"
33408,5126,"4343 Merle Hay Rd
Des Moines 50310
(41.637408, -93.697647)"
33547,2539,"Highway 65 South
Iowa Falls 50126
"
33675,2651,"1311 4 Street SW
Waverly 50677
(42.712263, -92.475403)"
33866,4146,"220 W Bremer Ave
Waverly 50677
(42.725748, -92.473476)"
33906,4538,"402 North Main St
Clarksville 50619
(42.787434, -92.667833)"
33913,4999,"213 S Main St
Clarksville 50619
(42.783193, -92.667759)"
33923,4700,"306, N Main
Allison 50602
(42.753203, -92.795137)"
33936,3676,"107 E Traer
Greene 50636
(42.895871, -92.801913)"
33997,4203,"620 W Bremer Ave
Waverly 50677
(42.725694, -92.47898)"
34036,4924,"2757 Charles City Rd
Nashua 50658
(42.959485, -92.548902)"
34072,3688,"100 W Main St
Fredericksburg 50630
(42.965098, -92.199359)"
34087,4285,"102 S Water Ave
New Hampton 50659
(43.058019, -92.312904)"
34157,4143,"603 E HWY 24
Lawler 52154
(43.06721, -92.14835)"
34287,4233,"112 S Elm St
Cresco 52136
(43.370711, -92.116917)"
34328,4769,"100 Grant St
Elma 50628
(43.244311, -92.435443)"
34347,4559,"633 CHASE ST
Osage 50461
(43.285134, -92.811539)"
34440,3542,"244 W 4TH ST
St Ansgar 50472
(43.378499, -92.921298)"
34468,4986,"68 Monroe St
Floyd 50435
(43.121613, -92.737905)"
34485,5134,"609, S Main St
Charles City 50616
(43.061014, -92.682538)"
34497,5121,"1908, Clark St
Charles City 50616
(43.059171, -92.661957)"
34536,4321,"210 11th St
Charles City 50616
(43.052712, -92.674449)"
34572,2578,"901 Kelly St
Charles City 50616
(43.066932, -92.675436)"
34697,4524,"14 E Congress
Nora Springs 50458
(43.142731, -93.005225)"
34727,3045,"8 2nd St NW
Britt 50423
(43.098696, -93.801917)"
34759,4600,"4200 E Hubbell Ave
Des Moines 50317
(41.63597, -93.531633)"
34823,4273,"2800 E University Ave
Des Moines 50317
(41.600564, -93.562106)"
34928,4057,"1434 Des Moines St Ste 5
Des Moines 50316
(41.594694, -93.59713)"
34929,3825,"1372 E 14th St
Des Moines 50316
(41.604893, -93.600499)"
34974,4062,"145 University Ave
Des Moines 50314
(41.600419, -93.61947)"
35055,5128,"1819 Beaver Ave
Des Moines 50310
(41.610498, -93.672656)"
35109,2852,"2303 Merle Hay Rd
Des Moines 50310
(41.615221, -93.697742)"
35161,3612,"509 E Platt
Maquoketa 52060
(42.06922, -90.661056)"
35186,3778,"4538 Lower Beaver Rd
Des Moines 50310
(41.638673, -93.665871)"
35289,2850,"215 E Euclid Ave
Des Moines 50313
(41.627686, -93.615656)"
35302,5338,"5050 NW 2nd Ave
Des Moines 50313
(41.651872, -93.620102)"
35597,3886,"101 115 St
Anamosa 52205
(42.100471, -91.262563)"
35621,5333,"402 E Main
Anamosa 52205
(42.108275, -91.281344)"
35741,3829,"715 1st Ave S
Mount Vernon 52314
(41.91709, -91.429428)"
35816,4856,"930 Commercial St
Lisbon 52253
(41.918751, -91.402516)"
35876,4562,"206 Short St
Mechanicsville 52306
"
35889,4953,"302 Hwy 136
Lost Nation 52254
(41.967498, -90.817528)"
35930,4051,"110 Westgate Dr
Maquoketa 52060
(42.068772, -90.680631)"
36159,3488,"400 S Second
Bellevue 52031
(42.255742, -90.423033)"
36177,4540,"1104 N Riverview St
Bellevue 52031
(42.268482, -90.427887)"
36188,4690,"5358 Hwy 64
Baldwin 52207
(42.073361, -90.834314)"
36202,4543,"1100 Eagle View Dr
Marion 52302
(42.037621, -91.553462)"
36216,4180,"480 7th Ave
Marion 52302
(42.033308, -91.60546)"
36308,4876,"655, Robbins Rd
Hiawatha 52233
(42.044452, -91.672961)"
36326,3707,"1030 Blairs Ferry Rd NE
Cedar Rapids 52402
(42.035157, -91.649625)"
36398,2569,"279 Collins Road NE
Cedar Rapids 52402
(42.027806, -91.630739)"
36548,4605,"1203 Blairs Ferry Rd
Marion 52302
(42.032441, -91.62496)"
36586,4736,"1225 7th Ave
Marion 52302
(42.033295, -91.596312)"
36623,2514,"2790 7th Avenue
Marion 50129
(42.033239, -91.582279)"
36682,2847,"3499, 7th Ave
Marion 52302
(42.035661, -91.575906)"
36702,4401,"3215 7th Ave
Marion 52302
(42.035094, -91.577188)"
36735,4155,"3300 10th Ave
Marion 52302
(42.036023, -91.57652)"
36780,2560,"3600 Business Hwy 151 East
Marion 52302
"
36996,5039,"1200 S Market St
Solon 52333
(41.79788, -91.490751)"
37004,4126,"123 E Main St
Solon 52333
(41.807199, -91.494611)"
37115,3494,"210 East Tower Park Dr
Waterloo 50702
(42.456374, -92.353103)"
37183,2538,"1422 Flammang Dr
Waterloo 50702
(42.459938, -92.327917)"
37227,4166,"1314 7th St
Jesup 50648
(42.469327, -92.062259)"
37425,5364,"3594 Lafayette Road
Evansdale 50707
(42.477262, -92.288052)"
37455,2575,"2834 Ansborough Ave
Waterloo 50702
(42.471767, -92.376624)"
37497,2643,"2126 Kimball Ave
Waterloo 50701
(42.470369, -92.356943)"
37686,4760,"111 W Ridgeway Ave
Waterloo 50701
(42.469401, -92.357476)"
37713,4150,"40 W San Marnan
Waterloo 50701
(42.457636, -92.358191)"
37751,3690,"1501 E San Marnan
Waterloo 50702
(42.464521, -92.325387)"
37788,3740,"1010 E Mitchell Ave
Waterloo 50702
(42.476639, -92.343118)"
37840,4910,"1008 Laporte Rd
Waterloo 50702
(42.47658, -92.322988)"
37886,2837,"1825 E San Marnan
Waterloo 50702
(42.466956, -92.321632)"
37907,4223,"1119 River Forest Rd
Evansdale 50707
(42.462807, -92.297765)"
38002,4153,"215 S Evans Rd
Evansdale 50707
(42.475631, -92.287834)"
38030,5031,"101 Commercial St
Raymond 50667
(42.466286, -92.219401)"
38090,5001,"709 First St W
Independence 50644
(42.468633, -91.901687)"
38174,3784,"200 1st St East
Independence 50644
(42.468721, -91.893016)"
38251,4148,"1400 3rd Ave SE
Independence 50644
(42.455804, -91.890284)"
38252,5175,"502, 3rd St
Delhi 52223
(42.430058, -91.330807)"
38336,5271,"135, Madison Street
Winthrop 50682
(42.473031, -91.732493)"
38369,4189,"109 East Marion St
Manchester 52057
(42.48217, -91.457229)"
38376,5054,"900 E Main St
Manchester 52087
(42.484073, -91.445037)"
38486,5171,"110, E Jefferson St
Delaware 52036
(42.473764, -91.344117)"
38538,3744,"733 16th Ave SE
Dyersville 52040
(42.470231, -91.115877)"
38562,4182,"1207 12th Ave SE
Dyersville 52040
(42.475277, -91.11191)"
38591,4585,"306, 1st St SW
Farley 52046
(42.439554, -91.006139)"
38604,5148,"882, Main St
Holy Cross 52053
(42.600941, -90.995943)"
38626,4607,"1131, S Hwy 52
Guttenberg 52052
(42.772826, -91.100516)"
38636,3782,"619 S Hwy 52
Guttenberg 52052
(42.77964, -91.100489)"
38681,4869,"7 Goethe Street Suite B
Guttenberg 52052
(42.782907, -91.095813)"
38710,3679,"103 Franklin St
Monona 52159
(43.055133, -91.390767)"
38782,4972,"808 S Main St
Monona 52159
(43.045152, -91.38981)"
38808,4908,"107 1st St SW
Elkader 52043
(42.85389, -91.405293)"
38862,4130,"20611 Hwy 1 N
Keosauqua 52565
"
38881,3803,"128 W Mission
Strawberry Point 52076
(42.683739, -91.535782)"
38882,4855,"308, W Mission
Strawberry Point 52076
(42.684509, -91.539904)"
38903,3957,"101 West Madison
Edgewood 52042
(42.64539, -91.401487)"
38922,4943,"205, 4th St
Eldon 52554
(40.917808, -92.222593)"
38938,4296,"111 Main St
Keosauqua 52565
(40.729613, -91.962831)"
38991,2555,"3111 Main
Keokuk 52632
(40.415171, -91.403539)"
39129,4993,"1301, Main St
Keokuk 52632
(40.402171, -91.390008)"
39160,2191,"1013 Main
Keokuk 52632
(40.399961, -91.387717)"
39313,4673,"327 5th St
West Point 52656
(40.717867, -91.452491)"
39356,4793,"5002 Avenue O
Fort Madison 52627
(40.624074, -91.377416)"
39384,3549,"1414 48th St
Fort Madison 52627
(40.624226, -91.373211)"
39457,2584,"2606 Avenue L
Fort Madison 52627
(40.626988, -91.343544)"
39546,4619,"1737 Ave H
Fort Madison 52627
(40.63021, -91.329824)"
39643,4258,"920 Lawrence Dr
Burlington 52601
(40.799097, -91.140051)"
39673,4898,"130, S Roosevelt Ave
Burlington 52601
(40.808236, -91.140975)"
39690,4721,"3245 Agency St
Burlington 52601
(40.814794, -91.14054)"
39707,5204,"1812 Osborn St
Burlington 52601
(40.826163, -91.112658)"
39726,4722,"201 S Central Ave
Burlington 56201
"
39732,4424,"1012 Maple St
Burlington 52601
(40.80456, -91.112268)"
39771,4752,"1003 Summer St
Burlington 52655
(40.797088, -91.114795)"
39805,5149,"1900, Summer St
Burlington 52601
(40.789013, -91.116076)"
39842,2507,"939 Angular
Burlington 52601
(40.801908, -91.110637)"
39884,4897,"1703 Mt Pleasant St
Burlington 52601
(40.819892, -91.121962)"
39944,2506,"3140 Agency
Burlington 52601
(40.814659, -91.136617)"
40263,4794,"110 S Roosevelt Hwy 61
Burlington 52601
(40.809397, -91.141203)"
40292,5071,"408 6th Ave
Durant 52747
(41.600565, -90.911753)"
40309,4698,"201 W Burlington Ave
Fairfield 52556
(41.006639, -91.965379)"
40326,4522,"201 Ralph St
Monroe 50170
(41.509308, -93.099804)"
40391,2601,"1300 West Burlington Ave
Fairfield 52556
(41.006456, -91.978702)"
41067,5040,"1300 Nicolaus St
Wilton 52778
(41.589961, -91.034799)"
41186,3838,"858 Middle Rd
Bettendorf 52722
(41.539421, -90.520013)"
41327,5108,"1032 State St
Bettendorf 52722
(41.525027, -90.51861)"
41354,5249,"1205/1207, Locust St.
Davenport 52803
"
41437,4644,"1136, E Locust St
Davenport 52803
(41.538288, -90.558658)"
41445,5100,"648 N Marquette St
Davenport 52802
(41.526469, -90.590879)"
41470,4962,"1312 Harrison St
Davenport 52803
(41.533266, -90.577225)"
41504,3917,"1606 W Locust St
Davenport 52804
(41.538254, -90.599037)"
41598,4749,"1660 W Locust St
Davenport 52804
(41.538253, -90.600599)"
41614,3805,"1601 Washington St
Davenport 52084
(41.535982, -90.596253)"
41693,5226,"214 MYRTLE ST
Davenport 52802
(41.521586, -90.589149)"
41741,4892,"1026 W River Dr
Davenport 52802
(41.520157, -90.588378)"
41821,4949,"828, W River Dr
Davenport 52802
(41.520238, -90.585656)"
41836,5320,"234 West 3rd
Davenport 52801
(41.522413, -90.576054)"
41896,2554,"3019 Rockingham Road
Davenport 52802
(41.510613, -90.62056)"
41915,4303,"111 N Wapello
Mediapolis 52637
(41.008539, -91.170033)"
41947,3918,"3120 Rockingham Rd
Davenport 52802
(41.510082, -90.621541)"
42019,4967,"102, W Mayne St
Blue Grass 52726
(41.509119, -90.766126)"
42098,2629,"1745 Madison Ave
Council Bluffs 51503
(41.242732, -95.825137)"
42378,2641,"757 W BROADWAY
Council Bluffs 51501
(41.261673, -95.855054)"
42488,2613,"2323 W Broadway
Council Bluffs 51501
(41.261925, -95.879662)"
42653,5315,"110 South Main Street
Sigourney 52591
(41.333293, -92.205105)"
42693,5316,"118 South Main Street
Sigourney 52591
(41.332944, -92.205098)"
42736,4279,"217 E Broadway
Keota 52248
(41.363958, -91.952725)"
42754,4580,"304 W. Madison
Washington 52353
(41.296493, -91.694639)"
42924,2653,"1004 W Madison St
Washington 52353
(41.296576, -91.704551)"
43082,5163,"309, W Washington St
Mount Pleasant 52641
(40.965832, -91.557125)"
43089,5072,"901, E Washington St
Mount Pleasant 52641
(40.964227, -91.541141)"
43115,2558,"1700 E Washington
Mount Pleasant 52641
(40.962365, -91.528983)"
43274,4790,"109, Wapello St
Mediapolis 52405
(41.007416, -91.170025)"
43377,4125,"503 Hwy 61 South
Wapello 52653
(41.173227, -91.189027)"
43422,4413,"303 Us Hwy 61 N
Wapello 52653
(41.181314, -91.195287)"
43435,3710,"219 Main St
Columbus Junction 52738
(41.279679, -91.360491)"
43440,3403,"103 Walnut St. E
Columbus Junction 52738
(41.280089, -91.359569)"
43522,5090,"709 Grandview Ave
Muscatine 52761
(41.408879, -91.063575)"
43536,5299,"200, Green Street
Muscatine 52761
(41.413877, -91.05788)"
43545,5091,"501 Cedar St
Muscatine 52761
(41.425042, -91.046094)"
43631,2662,"522 Mulberry, Suite A
Muscatine 52761
(41.426658, -91.044413)"
43855,4467,"1429 PARK AVE
MUSCATINE 52761
(41.441918, -91.030595)"
43897,4984,"2111 Park Ave
Muscatine 52761
(41.447149, -91.030306)"
43986,2573,"2400 2nd Ave
Muscatine 52761
(41.45135, -91.035137)"
44175,5260,"2881, Highway 61
Muscatine 52761
(41.386117, -91.100171)"
44194,3907,"1504 Park Ave
Muscatine 52761
(41.442458, -91.030569)"
44259,4184,"2100 Cedar Plaza Dr
Muscatine 52761
(41.435379, -91.081924)"
44309,5261,"2307, Lucas Street
Muscatine 52761
(41.422913, -91.071546)"
44344,4806,"1006, N Columbus St
West Liberty 52776
(41.578585, -91.260581)"
44366,3910,"3184 Highway 22
Riverside 52327
(41.496305, -91.525607)"
44380,4402,"1178 Enterprise Dr
Riverside 52327
(41.487632, -91.554577)"
44395,4067,"268 8th Ave
Wellman 52356
(41.465008, -91.837922)"
44437,5252,"119, Main St
North English 52316
(41.51484, -92.076446)"
44449,3712,"109 N 4th St
Montezuma 50171
(41.585429, -92.523692)"
44495,3065,"201 S Front St
Montezuma 50171
(41.584179, -92.527248)"
44516,4878,"215, S Rerick Ave
Primghar 51245
(43.085223, -95.624301)"
44538,4193,"361 3rd St NW
Hartley 51346
(43.184879, -95.482214)"
44563,3576,"10 3rd St NW
Hartley 51346
(43.184821, -95.477367)"
44628,4485,"101 W 7th St
Sanborn 51248
(43.186036, -95.6558)"
44664,4248,"2603 Park St
Sheldon 51201
(43.186033, -95.82585)"
44679,2661,"1989 Park St
Sheldon 51201
(43.186038, -95.831721)"
44784,3621,"615 2nd Ave
Sheldon 51201
(43.184614, -95.854743)"
44901,4589,"1026 2nd Ave
Sibley 51249
(43.397454, -95.752116)"
44944,4891,"109 5th St
Sibley 51249
(43.403948, -95.758274)"
45004,4336,"120 N Main St
George 51237
(43.344294, -96.002297)"
45037,4434,"209 S Union St
Rock Rapids 51246
(43.430056, -96.175502)"
45067,3705,"507 1st Ave #100
Rock Rapids 51246
"
45150,4337,"1415 Grand Falls Blvd
Larchwood 51241
"
45181,4006,"913 Brown St Po Box 326
Larchwood 51241
(43.453831, -96.434315)"
45187,4904,"832 Broadway St
Larchwood 51241
(43.45255, -96.43415)"
45229,4820,"712 S Oak St
Inwood 51240
(43.30226, -96.430827)"
45263,5153,"2403 Us Hwy 18
Inwood 51240
(43.30099, -96.430852)"
45293,5263,"950, West View Dr
Rock Valley 51247
(43.199628, -96.308808)"
45330,4909,"1004 Main St
Rock Valley 51247
(43.200164, -96.294824)"
45342,4563,"315 Main St
Ireton 51027
(42.97511, -96.318279)"
45359,3763,"911 Central Ave
Hawarden 51023
(42.9961, -96.485189)"
45392,4525,"600 Highway 12 South
Akron 51001
(42.82714, -96.561088)"
45424,4255,"512 8th SE
Orange City 51041
(42.997486, -96.05236)"
45470,5133,"102, Albany Ave NE
Orange City 51041
(43.00638, -96.056723)"
45516,4256,"115 1st Ave NW
Sioux Center 51250
(43.077521, -96.176928)"
45539,3981,"255 16th St SW
Sioux Center 51250
(43.060881, -96.179835)"
45586,2660,"1951 S Main Ave
Sioux Center 51250
(43.056471, -96.175695)"
45647,3742,"1111 Holton Dr
Lemars 51031
(42.781431, -96.185002)"
45688,2604,"1201 12th Ave SW
Lemars 51031
(42.778257, -96.18335)"
45756,4277,"769 Prospect St SW
Le Mars 51031
(42.776296, -96.178479)"
45793,4231,"115 Plymouth St NE
Le Mars 51031
(42.793062, -96.165002)"
45824,3695,"623 S Marion St
Remsen 51050
(42.808951, -95.977022)"
45865,3484,"110 W Cedar St
Marcus 51035
(42.825681, -95.808579)"
45887,5311,"132 N. Main
Paullina 51046
(42.981363, -95.687687)"
45921,4569,"202 West Southern St
Sutherland 51058
(42.968051, -95.499742)"
45943,4532,"720 Hwy 71
Sioux Rapids 50585
(42.887382, -95.152955)"
45955,3964,"621 Hwy 71
Sioux Rapids 50585
(42.88888, -95.152671)"
45999,5266,"5101, 230th Street
Albert City 50510
(42.777448, -94.953239)"
46004,3461,"611 S Division St
Stuart 50250
(41.498069, -94.318421)"
46026,4654,"629 S Division St
Stuart 50250
(41.496773, -94.318482)"
46046,4416,"501 Antuque Country Dr
Casey 50048
(41.505154, -94.519287)"
46065,4417,"109 S 5th St
Adair 50002
(41.616425, -94.013854)"
46076,4267,"735 Main St
Anita 50020
(41.444849, -94.765437)"
46129,3833,"1905 East 7th St
Atlantic 50022
(41.403856, -94.986741)"
46159,2591,"1602 E. 7th St.
Atlantic 50022
(41.403856, -94.990183)"
46326,5081,"701 Poplar St
Atlantic 50022
(41.403737, -95.014425)"
46347,4313,"301 Poplar St
Atlantic 50022
(41.407927, -95.014379)"
46364,5208,"110, Locust St
Atlantic 50022
(41.409214, -95.015685)"
46368,4114,"704 W 7th St Po Box 372
Atlantic 50022
(41.40407, -95.023583)"
46418,5082,"911 SW 7th St
Atlantic 50022
(41.401295, -95.028465)"
46426,5194,"406, East St
Shelby 51570
(41.515195, -95.450459)"
46455,5177,"33280 335th St
Minden 51553
(41.496153, -95.546176)"
46464,5195,"1928, Sherwood Dr
Council Bluffs 51530
(41.278563, -95.811568)"
46483,4159,"310 Mckenzie Ave
Council Bluffs 51503
(41.280133, -95.817997)"
46718,4475,"2713 S 24th St
Council Bluffs 51501
(41.234581, -95.879147)"
46780,3521,"2200 River Road
Council Bluffs 51501
(41.242216, -95.909505)"
46808,4867,"430 S 35th St
Council Bluffs 51501
(41.257663, -95.902023)"
46825,5342,"1650 E Locust St
Carter Lake 51510
(41.284953, -95.91006)"
46855,4633,"1202 East Locust St
Carter Lake 51510
"
46890,5077,"1800 N 16th St
Council Bluffs 51501
(41.280314, -95.867436)"
46924,3611,"403 E 6th
Logan 51546
(41.644108, -95.786133)"
46929,5044,"111, Mormon Bridge Rd
Crescent 51526
(41.362302, -95.858942)"
46944,4152,"407 W HURON
Missouri Valley 51555
(41.557404, -95.899346)"
47068,5089,"614, E Erie St
Missouri Valley 51555
(41.556439, -95.88687)"
47098,5087,"107, W 7th St
Logan 51546
(41.643053, -95.790911)"
47127,4000,"5th And Lincoln Way
Woodbine 51579
(41.737038, -95.70303)"
47236,5362,"117 Iowa Ave
Dunlap 51529
(41.854728, -95.602969)"
47237,2650,"1808 23rd St
Harlan 51537
(41.65063, -95.339879)"
47271,4995,"618 Durant St
Harlan 51537
(41.656803, -95.318597)"
47284,4229,"1910 23rd St
Harlan 51537
(41.650099, -95.339842)"
47424,5173,"104 Market St
Audubon 50025
(41.723057, -94.93625)"
47442,4473,"113, NE 3rd St
Panora 50216
(41.692351, -94.361364)"
47633,5094,"201, 8th Ave SE
Cedar Rapids 52401
(41.97305, -91.662268)"
47640,4950,"1420 Mt Vernon Rd
Cedar Rapids 52403
(41.977678, -91.651375)"
47733,2841,"2711 Mt Vernon Rd
Cedar Rapids 52403
(41.976883, -91.627468)"
47744,4491,"3349 Mt Vernon Rd SE
Cedar Rapids 52403
(41.976807, -91.619027)"
48569,4517,"3434 1st Ave NE
Cedar Rapids 52402
(42.013062, -91.635028)"
48578,4744,"2821 1st Ave SE
Cedar Rapids 52402
(42.005508, -91.634824)"
48623,4377,"4801 NE 14th St
Des Moines 50313
(41.648601, -93.600266)"
48912,4596,"2945 E University
Des Moines 50317
(41.600468, -93.558972)"
48953,4141,"3000 SE 22nd St
Des Moines 50320
(41.556274, -93.57748)"
49037,4641,"5830 SE 14th St
Des Moines 50315
(41.533403, -93.59687)"
49073,4800,"6200 SE 14th St
Des Moines 50320
(41.5282, -93.596871)"
49224,4138,"1309 W 2nd
Indianola 50125
(41.356621, -93.579189)"
49491,4836,"25 W Burlington St
Iowa City 52240
(41.657904, -91.537252)"
49501,4457,"731 S Riverside Dr
Iowa City 52246
(41.650697, -91.540196)"
49517,4456,"955 Morman Trek Blvd
Iowa City 52246
(41.649946, -91.574075)"
49543,3565,"701 Mormon Trek Blvd
Iowa City 52246
(41.651959, -91.574026)"
49684,4989,"1904 Broadway St
Iowa City 52240
(41.641454, -91.520272)"
50029,5219,"300, Kirkwood Ave
Iowa City 52240
(41.649432, -91.531628)"
50118,4837,"323 E Burlington St
Iowa City 52240
(41.657837, -91.530633)"
50220,4504,"311 North Jefferson
Indianola 50125
(41.363061, -93.558375)"
50248,5118,"185, Peosta St
Peosta 52068
(42.442892, -90.850388)"
50594,2465,"2727 Dodge St
Dubuque 52003
(42.4918, -90.704724)"
50713,4765,"2335 University Ave
Dubuque 52001
(42.499474, -90.696964)"
51110,5306,"2175, Central Avenue
Dubuque 52001
(42.513023, -90.67102)"
51299,4171,"105 SE Nixon St
Cascade 52033
(42.3036, -90.993859)"
51537,5239,"4649 Hwy 13
Central City 52214
(42.19892, -91.532662)"
51754,5211,"5225 NW 86th St
Johnston 50131
(41.655804, -93.736395)"
51798,4853,"6130 NW 86th St
Johnston 50131
(41.67184, -93.736534)"
52239,4678,"804 Nile Kinnick Dr
Adel 50003
(41.610394, -94.016889)"
52298,4359,"350 SE University Ave
Waukee 50263
(41.600403, -93.865479)"
52387,4411,"1203 Guthrie St
De Soto 50069
(41.538177, -94.012641)"
52417,4872,"975 N Chestnut Ave
Earlham 50072
(41.50019, -94.123159)"
52427,4868,"400 Prairie Bluff Dr
Waukee 50263
(41.565557, -93.880694)"
52472,4446,"4600 Merle Hay Rd
Urbandale 50322
(41.644261, -93.698005)"
52548,4458,"5169 Merle Hay Rd
Johnston 50131
(41.654161, -93.697533)"
52993,4923,"100, Pearl St
Aurelia 51005
(42.71252, -95.437653)"
53260,4905,"319, Court St
Rockwell City 50579
(42.394636, -94.632453)"
53371,4930,"1303 SE MARSHALL ST
Boone 50036
(42.035107, -93.872188)"
53618,5023,"250 16th Ave SW
Cedar Rapids 52404
(41.961645, -91.667665)"
53646,5024,"2330 Wiley Blvd SW
Cedar Rapids 52404
(41.956135, -91.725833)"
53654,2529,"4825 Johnson Ave NW
Cedar Rapids 52405
(41.968394, -91.733235)"
53764,4176,"235 Edgewood Rd NE
Cedar Rapids 52405
"
54079,4490,"380 33rd Ave SW
Cedar Rapids 52404
(41.944937, -91.672274)"
54434,4720,"107, East Grace
Chariton 50049
(41.005258, -93.293312)"
54899,4840,"1761 Independence Ave
Waterloo 50707
(42.498404, -92.302514)"
55169,5101,"315 Fletcher Ave
Waterloo 50701
(42.489119, -92.367142)"
55485,4472,"1023 South Main
Centerville 52544
(40.724175, -92.874182)"
55857,4380,"620 S Downey St
West Branch 52358
(41.668271, -91.346676)"
56227,4480,"1530 North 2nd St
Clinton 52732
(41.861823, -90.183748)"
56486,4412,"2050 Ia Highway 38
Tipton 52772
(41.646987, -91.115773)"
56505,4170,"115 E Main St Po Box 359
West Branch 52358
(41.671393, -91.345158)"
56658,4508,"805 Grand Ave S
Spencer 51301
(43.129793, -95.143868)"
56663,3677,"1290 Hwy 18
Everly 51338
(43.183718, -95.329171)"
57345,4774,"1615, Central Ave
Estherville 51334
(43.402229, -94.822033)"
57346,4251,"4518 Mortenson Rd Ste 109
Ames 50014
"
57369,4899,"124, W Robins St
Graettinger 51342
(43.237678, -94.750949)"
57616,5267,"2320, 15th Street
Fort Dodge 50501
(42.52931, -94.177989)"
57792,4702,"2503 5th Ave S
Fort Dodge 50501
(42.501197, -94.162484)"
57802,2851,"2029 5th Ave South
Fort Dodge 50501
(42.501169, -94.170324)"
57942,4514,"1230 3rd Ave NW
Fort Dodge 50501
(42.515441, -94.218425)"
58085,5048,"412, Garfield St
Rolfe 50581
(42.814369, -94.527889)"
58099,4326,"829 Shakespeare Ave
Stratford 50249
(42.271302, -93.92715)"
58118,4701,"310 Story St
Boone 50036
(42.059115, -93.879992)"
58142,4896,"403, Chestnut St
Harpers Ferry 52146
(43.200483, -91.152856)"
58400,3973,"126A Welch Ave
Ames 50014
(42.021789, -93.650131)"
58630,4436,"203 Welch Ave
Ames 50010
(42.021236, -93.650125)"
58818,2853,"2420 Lincoln Way
Ames 50014
(42.022745, -93.649579)"
58827,4960,"2401 A Chamberlain St
Ames 50010
(42.021456, -93.648959)"
59332,4356,"136 Lincoln Hwy
Nevada 50201
(42.022725, -93.458003)"
59417,4575,"200 6th Ave
Slater 50244
(41.877859, -93.679808)"
59743,4191,"2010 Washington St
Pella 50219
(41.412201, -92.941833)"
59843,3789,"2203 A Avenue West
Oskaloosa 52577
(41.298516, -92.669924)"
60026,2600,"110 S D St
Oskaloosa 52577
(41.294496, -92.649777)"
60074,5301,"2508 Court St N
Ottumwa 52501
(41.05173, -92.40907)"
60138,4735,"327 W 4th St
Ottumwa 52501
(41.021716, -92.41359)"
60475,4293,"121 Walnut
Eddyville 52553
(41.156468, -92.637653)"
60486,4655,"1002 W 2nd St
Prairie City 50228
(41.596719, -93.247551)"
60618,4135,"620 SE 8th St
Altoona 50009
(41.644082, -93.458606)"
60638,4919,"101 8th St SW
Altoona 50009
(41.64404, -93.464905)"
61579,4841,"2920 W Locust St
Davenport 52804
(41.538161, -90.619947)"
61586,4952,"4307 W Locust St
Davenport 52804
(41.538148, -90.637353)"
62138,5065,"2520 Gordon Dr
Sioux City 51106
(42.489845, -96.376341)"
62579,5045,"800 Hamilton Blvd
Sioux City 51103
(42.50443, -96.417337)"
62880,4703,"100 Pierce St
Sioux City 51101
(42.490838, -96.404911)"
63091,4705,"102 Second St
Coralville 52241
(41.669304, -91.566458)"
63336,5096,"625 Pacha Parkway
North Liberty 52317
(41.752792, -91.606273)"
63366,5225,"620, Meade Dr
North Liberty 52317
(41.752666, -91.608704)"
63743,5207,"812, Sixth St SW
Cedar Rapids 52404
(41.968294, -91.677076)"
63759,4852,"2604 16th Ave
Cedar Rapids 52404
(41.963064, -91.707034)"
63859,4745,"3325 16th Ave SW
Cedar Rapids 52404
(41.963477, -91.715363)"
63911,4921,"5340 16th Ave SW
Cedar Rapids 52404
(41.963888, -91.739906)"
63935,4861,"3645 Stone Creek Circle SW
Cedar Rapids 52404
(41.943615, -91.747601)"
64045,5147,"1001 3rd St
Victor 52347
(41.730666, -92.301206)"
64157,5317,"113 Hwy 30 West
Toledo 52342
(41.986402, -92.580381)"
64331,5269,"105, Main St
Alburnett 52202
(42.148, -91.618537)"
64369,5253,"4200, Lewis Access Rd
Center Point 52213
(42.181812, -91.774711)"
64389,4551,"201 Sunset St
Urbana 52345
"
64525,4980,"7305 Laporte Rd
Washburn 50702
(42.408987, -92.264562)"
64537,4981,"206 N Main St
Traer 50675
(42.196408, -92.465474)"
64554,4770,"354, E Eldora Rd
Hudson 50643
(42.409517, -92.449476)"
64843,4731,"12753 University Ave
Clive 50325
(41.600487, -93.793613)"
64955,5058,"11989 Hickman Rd
Urbandale 50323
(41.614964, -93.783409)"
65013,5332,"951 SE Gateway Dr.
Grimes 50111
(41.681101, -93.777206)"
65213,4873,"1802, Sycamore St
Granger 50109
(41.758781, -93.824366)"
