,Cost Total
114112,43.0
114113,129.0
114114,81.68
114115,258.0
114116,84.68
114117,84.68
114118,127.02000000000001
114119,129.0
114120,53.519999999999996
114121,53.519999999999996
114122,53.519999999999996
114123,53.519999999999996
114124,53.519999999999996
114125,53.519999999999996
114126,53.519999999999996
114127,53.519999999999996
114128,53.519999999999996
114129,53.519999999999996
114130,53.519999999999996
114131,53.519999999999996
114132,53.519999999999996
114133,53.519999999999996
114134,53.519999999999996
114135,53.519999999999996
114136,53.519999999999996
114137,53.519999999999996
114138,53.519999999999996
114139,53.519999999999996
114140,53.519999999999996
114141,53.519999999999996
114142,53.519999999999996
114143,28.02
114144,28.02
114145,56.04
114146,28.02
114147,56.04
114148,84.06
114149,56.04
114150,56.04
114151,28.02
114152,56.04
114153,28.02
114154,56.04
114155,56.04
114156,56.04
114157,56.04
114158,56.04
114159,56.04
114160,28.02
114161,56.04
114162,84.06
114163,28.02
114164,112.08
114165,56.04
114166,56.04
114167,56.04
114168,56.04
114169,56.04
114170,56.04
114171,84.06
114172,28.02
114173,56.04
114174,21.21
114175,21.21
114176,21.21
114177,21.21
114178,21.21
114179,21.21
114180,20.12
114181,21.21
114182,14.94
114183,14.94
114184,22.41
114185,22.41
114186,7.47
114187,22.41
114188,7.47
114189,14.94
114190,7.47
114191,14.94
114192,22.41
114193,14.94
114194,7.47
114195,13.94
114196,14.94
114197,22.41
114198,22.41
114199,22.41
114200,14.94
114201,22.41
114202,14.94
114203,22.41
114204,13.94
114205,7.47
114206,14.94
114207,14.94
114208,7.47
114209,20.91
114210,14.94
114211,14.94
114212,14.94
114213,14.94
114214,22.41
114215,14.94
114216,22.41
114217,14.94
114218,14.94
114219,7.47
114220,7.47
114221,7.47
114222,35.28
114223,76.56
114224,40.92
114225,76.56
114226,35.28
114227,70.56
114228,40.92
114229,27.28
114230,38.28
114231,38.28
114232,38.28
114233,40.92
114234,35.28
114235,25.52
114236,33.480000000000004
114237,33.06
114238,41.96
114239,59.82000000000001
114240,41.96
114241,62.94
114242,66.12
114243,62.94
114244,59.82000000000001
114245,85.67999999999999
114246,48.0
114247,42.8
114248,48.0
114249,42.8
114250,64.19999999999999
114251,48.0
114252,85.6
114253,64.19999999999999
114254,300.0
114255,27.0
114256,40.5
114257,81.0
114258,81.0
114259,37.5
114260,176.39999999999998
114261,88.19999999999999
114262,88.19999999999999
114263,88.19999999999999
114264,44.099999999999994
114265,16.5
114266,16.5
114267,19.88
114268,5.5
114269,11.0
114270,16.5
114271,5.5
114272,16.5
114273,5.5
114274,16.5
114275,5.5
114276,11.0
114277,16.5
114278,22.0
114279,16.5
114280,11.0
114281,5.5
114282,27.5
114283,11.0
114284,11.0
114285,11.0
114286,5.5
114287,16.5
114288,11.0
114289,40.32
114290,40.32
114291,49.980000000000004
114292,24.990000000000002
114293,46.980000000000004
114294,99.96000000000001
114295,43.980000000000004
114296,49.980000000000004
114297,49.980000000000004
114298,49.980000000000004
114299,33.32
114300,33.32
114301,49.980000000000004
114302,49.980000000000004
114303,49.980000000000004
114304,49.980000000000004
114305,49.980000000000004
114306,147.0
114307,147.0
114308,147.0
114309,145.74
114310,147.0
114311,147.0
114312,41.66
114313,62.489999999999995
114314,62.489999999999995
114315,41.66
114316,62.489999999999995
114317,62.489999999999995
114318,62.489999999999995
114319,60.239999999999995
114320,41.66
114321,40.16
114322,33.480000000000004
114323,55.8
114324,30.48
114325,30.48
114326,20.32
114327,44.64
114328,30.48
114329,30.48
114330,33.480000000000004
114331,33.480000000000004
114332,30.48
114333,40.64
114334,33.480000000000004
114335,30.48
114336,40.64
114337,33.480000000000004
114338,10.82
114339,42.51
114340,44.07
114341,42.51
114342,42.51
114343,56.68
114344,29.38
114345,42.51
114346,42.51
114347,42.51
114348,28.34
114349,28.34
114350,20.97
114351,20.97
114352,27.96
114353,27.96
114354,27.96
114355,27.96
114356,28.56
114357,41.94
114358,6.99
114359,20.97
114360,38.98
114361,38.98
114362,58.47
114363,38.98
114364,38.98
114365,116.94
114366,77.96
114367,11.100000000000001
114368,47.04
114369,47.04
114370,75.48
114371,75.48
114372,75.48
114373,75.48
114374,75.48
114375,75.48
114376,75.48
114377,75.48
114378,75.48
114379,75.48
114380,75.48
114381,44.94
114382,44.94
114383,44.94
114384,14.98
114385,22.47
114386,29.96
114387,29.96
114388,56.94
114389,39.599999999999994
114390,39.599999999999994
114391,39.599999999999994
114392,39.599999999999994
114393,39.599999999999994
114394,39.599999999999994
114395,39.599999999999994
114396,39.599999999999994
114397,39.599999999999994
114398,39.599999999999994
114399,39.599999999999994
114400,39.599999999999994
114401,39.599999999999994
114402,39.599999999999994
114403,40.5
114404,20.700000000000003
114405,41.400000000000006
114406,375.0
114407,78.0
114408,75.0
114409,225.0
114410,78.0
114411,225.0
114412,78.0
114413,78.0
114414,74.64
114415,78.0
114416,450.0
114417,78.0
114418,75.0
114419,78.0
114420,78.0
114421,78.0
114422,75.0
114423,72.84
114424,114.0
114425,57.0
114426,57.0
114427,114.0
114428,57.0
114429,57.0
114430,57.0
114431,57.0
114432,57.0
114433,57.0
114434,141.84
114435,136.07999999999998
114436,141.84
114437,141.84
114438,141.84
114439,136.07999999999998
114440,13.76
114441,10.32
114442,20.64
114443,20.64
114444,20.64
114445,13.76
114446,20.64
114447,20.64
114448,10.32
114449,149.39999999999998
114450,149.39999999999998
114451,134.39999999999998
114452,149.39999999999998
114453,149.39999999999998
114454,134.39999999999998
114455,134.39999999999998
114456,149.39999999999998
114457,149.39999999999998
114458,149.39999999999998
114459,134.39999999999998
114460,50.760000000000005
114461,50.760000000000005
114462,50.760000000000005
114463,50.760000000000005
114464,50.28
114465,35.0
114466,52.5
114467,70.0
114468,52.5
114469,70.0
114470,52.5
114471,52.5
114472,52.5
114473,52.5
114474,113.52000000000001
114475,115.80000000000001
114476,113.52000000000001
114477,115.80000000000001
114478,115.80000000000001
114479,115.80000000000001
114480,115.80000000000001
114481,115.80000000000001
114482,115.80000000000001
114483,32.82
114484,16.41
114485,21.88
114486,16.41
114487,74.64
114488,78.0
114489,75.0
114490,150.0
114491,225.0
114492,24.96
114493,49.92
114494,49.92
114495,99.84
114496,49.92
114497,24.96
114498,49.92
114499,49.92
114500,33.28
114501,83.34
114502,83.34
114503,77.34
114504,79.67999999999999
114505,83.34
114506,83.34
114507,166.68
114508,79.67999999999999
114509,83.34
114510,77.34
114511,159.35999999999999
114512,77.34
114513,83.34
114514,154.68
114515,79.67999999999999
114516,83.34
114517,416.70000000000005
114518,386.70000000000005
114519,83.34
114520,83.34
114521,77.34
114522,38.0
114523,75.0
114524,76.0
114525,38.0
114526,76.0
114527,38.0
114528,38.0
114529,111.0
114530,53.91
114531,53.91
114532,111.0
114533,111.0
114534,37.0
114535,107.82
114536,111.0
114537,107.82
114538,111.0
114539,111.0
114540,111.0
114541,111.0
114542,50.28
114543,50.28
114544,50.28
114545,50.28
114546,50.28
114547,50.28
114548,50.28
114549,37.89
114550,54.52
114551,54.52
114552,40.89
114553,54.52
114554,151.56
114555,54.52
114556,54.52
114557,81.78
114558,40.89
114559,54.52
114560,54.52
114561,40.89
114562,81.78
114563,163.56
114564,163.56
114565,75.78
114566,144.0
114567,576.0
114568,139.32
114569,139.32
114570,139.32
114571,504.0
114572,144.0
114573,139.32
114574,127.32
114575,69.66
114576,278.64
114577,139.32
114578,26.490000000000002
114579,36.99
114580,29.490000000000002
114581,33.99
114582,26.490000000000002
114583,39.32
114584,40.08
114585,26.72
114586,26.72
114587,49.199999999999996
114588,49.199999999999996
114589,49.199999999999996
114590,49.199999999999996
114591,49.199999999999996
114592,49.199999999999996
114593,49.199999999999996
114594,93.96000000000001
114595,93.96000000000001
114596,93.96000000000001
114597,93.96000000000001
114598,52.980000000000004
114599,70.08
114600,29.04
114601,29.04
114602,70.08
114603,52.980000000000004
114604,70.08
114605,52.980000000000004
114606,29.490000000000002
114607,70.08
114608,70.08
114609,94.19999999999999
114610,94.19999999999999
114611,47.099999999999994
114612,94.19999999999999
114613,94.19999999999999
114614,47.099999999999994
114615,47.099999999999994
114616,52.83
114617,70.44
114618,211.32
114619,70.44
114620,70.44
114621,105.66
114622,40.5
114623,30.0
114624,41.400000000000006
114625,41.400000000000006
114626,28.5
114627,36.24
114628,28.5
114629,54.36
114630,13.59
114631,54.36
114632,28.5
114633,108.72
114634,36.24
114635,27.18
114636,27.18
114637,54.36
114638,28.5
114639,81.0
114640,81.0
114641,27.0
114642,81.0
114643,40.5
114644,81.0
114645,27.0
114646,81.0
114647,75.0
114648,31.47
114649,31.47
114650,31.47
114651,31.47
114652,31.47
114653,31.47
114654,31.47
114655,41.96
114656,31.47
114657,66.12
114658,52.68
114659,40.2
114660,40.2
114661,40.2
114662,40.2
114663,40.2
114664,20.3
114665,20.3
114666,20.3
114667,20.3
114668,20.3
114669,20.3
114670,20.3
114671,20.3
114672,20.3
114673,20.3
114674,73.80000000000001
114675,72.0
114676,72.0
114677,72.0
114678,72.0
114679,72.0
114680,37.8
114681,37.8
114682,31.799999999999997
114683,25.2
114684,88.5
114685,88.5
114686,88.5
114687,14.52
114688,9.68
114689,7.26
114690,14.52
114691,14.52
114692,7.199999999999999
114693,92.28
114694,92.28
114695,92.28
114696,94.44
114697,92.28
114698,92.28
114699,300.0
114700,150.0
114701,150.0
114702,150.0
114703,150.0
114704,150.0
114705,150.0
114706,150.0
114707,150.0
114708,150.0
114709,150.0
114710,13.950000000000001
114711,18.6
114712,13.29
114713,33.06
114714,41.96
114715,41.96
114716,31.47
114717,62.94
114718,42.06
114719,42.06
114720,28.04
114721,30.29
114722,60.58
114723,30.29
114724,30.29
114725,58.92
114726,50.64
114727,50.64
114728,50.64
114729,55.56
114730,55.199999999999996
114731,61.199999999999996
114732,61.56
114733,55.199999999999996
114734,13.98
114735,41.94
114736,27.96
114737,41.94
114738,27.96
114739,20.97
114740,114.0
114741,126.0
114742,114.0
114743,114.0
114744,126.0
114745,114.0
114746,126.0
114747,114.0
114748,126.0
114749,126.0
114750,114.0
114751,114.0
114752,68.58
114753,68.58
114754,68.58
114755,68.58
114756,62.58
114757,68.58
114758,44.0
114759,132.0
114760,132.0
114761,132.0
114762,792.0
114763,60.0
114764,60.0
114765,60.0
114766,60.0
114767,60.0
114768,60.0
114769,60.0
114770,60.0
114771,60.0
114772,60.0
114773,60.0
114774,60.0
114775,60.0
114776,60.0
114777,60.0
114778,60.0
114779,60.0
114780,60.0
114781,60.0
114782,60.0
114783,60.0
114784,6.63
114785,6.63
114786,6.63
114787,6.63
114788,6.63
114789,6.63
114790,6.63
114791,6.63
114792,6.63
114793,6.63
114794,6.63
114795,55.44
114796,110.88
114797,49.44
114798,73.67999999999999
114799,73.67999999999999
114800,73.67999999999999
114801,18.419999999999998
114802,73.67999999999999
114803,73.67999999999999
114804,73.67999999999999
114805,73.67999999999999
114806,73.67999999999999
114807,36.839999999999996
114808,18.419999999999998
114809,73.67999999999999
114810,36.839999999999996
114811,73.67999999999999
114812,30.7
114813,73.67999999999999
114814,73.67999999999999
114815,18.419999999999998
114816,73.67999999999999
114817,36.839999999999996
114818,73.67999999999999
114819,73.67999999999999
114820,33.96
114821,50.94
114822,38.94
114823,50.94
114824,50.94
114825,155.76
114826,75.6
114827,37.8
114828,63.599999999999994
114829,75.6
114830,75.6
114831,77.03999999999999
114832,77.03999999999999
114833,14.98
114834,44.94
114835,44.94
114836,44.94
114837,44.94
114838,89.88
114839,61.38
114840,61.38
114841,61.38
114842,61.38
114843,61.38
114844,61.38
114845,61.38
114846,61.38
114847,61.38
114848,61.38
114849,61.38
114850,61.38
114851,61.38
114852,61.38
114853,61.38
114854,61.38
114855,61.38
114856,61.38
114857,61.38
114858,61.38
114859,61.38
114860,61.38
114861,61.38
114862,61.38
114863,61.38
114864,63.0
114865,63.0
114866,63.0
114867,118.08
114868,118.08
114869,29.52
114870,118.08
114871,29.52
114872,118.08
114873,118.08
114874,204.0
114875,102.0
114876,204.0
114877,102.0
114878,102.0
114879,102.0
114880,99.0
114881,102.0
114882,1485.0
114883,102.0
114884,102.0
114885,102.0
114886,99.0
114887,99.0
114888,102.0
114889,102.0
114890,102.0
114891,102.0
114892,204.0
114893,102.0
114894,102.0
114895,99.0
114896,102.0
114897,99.0
114898,102.0
114899,166.14000000000001
114900,163.02
114901,163.02
114902,160.02
114903,160.02
114904,166.14000000000001
114905,160.02
114906,160.02
114907,166.14000000000001
114908,163.02
114909,166.14000000000001
114910,166.14000000000001
114911,0.0
114912,13.950000000000001
114913,4.65
114914,13.950000000000001
114915,13.32
114916,27.48
114917,167.4
114918,18.32
114919,17.76
114920,107.82
114921,107.82
114922,53.91
114923,111.0
114924,111.0
114925,53.91
114926,107.82
114927,111.0
114928,111.0
114929,111.0
114930,47.76
114931,43.26
114932,43.26
114933,43.26
114934,95.52
114935,43.26
114936,47.76
114937,47.76
114938,47.76
114939,45.54
114940,31.84
114941,47.76
114942,31.84
114943,47.76
114944,47.76
114945,47.76
114946,46.74
114947,47.58
114948,46.74
114949,107.88
114950,46.74
114951,46.74
114952,53.94
114953,53.94
114954,54.78
114955,47.58
114956,46.74
114957,53.94
114958,46.74
114959,33.480000000000004
114960,20.32
114961,30.48
114962,40.64
114963,33.480000000000004
114964,33.480000000000004
114965,32.98
114966,49.47
114967,90.36
114968,90.36
114969,90.36
114970,90.36
114971,78.36
114972,90.36
114973,180.72
114974,90.36
114975,90.36
114976,90.36
114977,90.36
114978,90.36
114979,271.08
114980,78.36
114981,54.0
114982,54.0
114983,13.5
114984,27.0
114985,51.599999999999994
114986,51.599999999999994
114987,54.0
114988,54.0
114989,51.599999999999994
114990,54.0
114991,36.0
114992,27.0
114993,27.0
114994,51.599999999999994
114995,54.0
114996,27.0
114997,54.0
114998,27.0
114999,27.0
115000,27.0
115001,51.599999999999994
115002,27.0
115003,25.799999999999997
115004,51.599999999999994
115005,25.799999999999997
115006,54.0
115007,27.0
115008,45.0
115009,27.0
115010,27.0
115011,62.88
115012,62.88
115013,62.88
115014,62.88
115015,62.88
115016,63.78
115017,65.88
115018,65.88
115019,65.88
115020,62.88
115021,65.88
115022,62.88
115023,62.519999999999996
115024,62.519999999999996
115025,62.519999999999996
115026,62.519999999999996
115027,62.519999999999996
115028,62.519999999999996
115029,62.519999999999996
115030,62.519999999999996
115031,62.519999999999996
115032,62.519999999999996
115033,125.03999999999999
115034,62.519999999999996
115035,62.519999999999996
115036,48.0
115037,48.0
115038,49.199999999999996
115039,48.0
115040,49.199999999999996
115041,48.0
115042,48.0
115043,94.19999999999999
115044,94.19999999999999
115045,94.19999999999999
115046,94.19999999999999
115047,47.099999999999994
115048,47.099999999999994
115049,42.0
115050,42.0
115051,42.0
115052,110.8
115053,114.84
115054,114.84
115055,114.84
115056,114.84
115057,114.84
115058,114.84
115059,114.84
115060,114.84
115061,114.84
115062,114.84
115063,114.84
115064,114.84
115065,43.5
115066,174.0
115067,87.0
115068,43.5
115069,63.0
115070,63.0
115071,75.0
115072,87.0
115073,43.5
115074,145.0
115075,94.19999999999999
115076,47.099999999999994
115077,47.099999999999994
115078,188.39999999999998
115079,47.099999999999994
115080,188.39999999999998
115081,94.19999999999999
115082,47.099999999999994
115083,94.19999999999999
115084,82.80000000000001
115085,90.0
115086,90.0
115087,81.0
115088,82.80000000000001
115089,81.0
115090,90.0
115091,82.80000000000001
115092,82.80000000000001
115093,90.0
115094,82.80000000000001
115095,90.0
115096,82.80000000000001
115097,90.0
115098,90.0
115099,82.80000000000001
115100,82.80000000000001
115101,90.0
115102,82.80000000000001
115103,82.80000000000001
115104,82.80000000000001
115105,82.80000000000001
115106,90.0
115107,82.80000000000001
115108,90.0
115109,82.80000000000001
115110,82.80000000000001
115111,82.80000000000001
115112,90.0
115113,44.160000000000004
115114,44.160000000000004
115115,44.160000000000004
115116,44.160000000000004
115117,44.160000000000004
115118,44.160000000000004
115119,44.160000000000004
115120,44.76
115121,88.32000000000001
115122,44.160000000000004
115123,44.160000000000004
115124,44.76
115125,44.160000000000004
115126,44.160000000000004
115127,44.160000000000004
115128,44.160000000000004
115129,44.160000000000004
115130,44.160000000000004
115131,44.160000000000004
115132,44.76
115133,44.160000000000004
115134,44.76
115135,125.88
115136,125.88
115137,125.88
115138,125.88
115139,62.94
115140,125.88
115141,125.88
115142,125.88
115143,125.88
115144,62.94
115145,125.88
115146,125.88
115147,125.88
115148,122.88
115149,125.88
115150,60.66
115151,67.26
115152,67.26
115153,67.26
115154,67.26
115155,67.26
115156,67.26
115157,67.26
115158,67.26
115159,67.26
115160,67.26
115161,51.17999999999999
115162,55.67999999999999
115163,74.24
115164,55.67999999999999
115165,55.67999999999999
115166,37.12
115167,37.12
115168,37.12
115169,37.12
115170,37.12
115171,55.67999999999999
115172,55.67999999999999
115173,51.96
115174,51.96
115175,51.96
115176,51.96
115177,51.96
115178,51.96
115179,51.96
115180,51.96
115181,51.96
115182,51.96
115183,51.96
115184,51.96
115185,51.96
115186,51.96
115187,51.96
115188,51.96
115189,51.96
115190,51.96
115191,51.96
115192,51.96
115193,51.96
115194,51.96
115195,51.96
115196,51.96
115197,51.96
115198,51.96
115199,97.5
115200,101.03999999999999
115201,101.03999999999999
115202,101.03999999999999
115203,101.03999999999999
115204,101.03999999999999
115205,101.03999999999999
115206,97.5
115207,97.5
115208,101.03999999999999
115209,101.03999999999999
115210,359.76
115211,179.88
115212,179.88
115213,179.88
115214,179.88
115215,179.88
115216,179.88
115217,179.88
115218,179.88
115219,179.88
115220,39.0
115221,39.0
115222,39.0
115223,37.5
115224,37.5
115225,37.5
115226,78.0
115227,37.5
115228,25.0
115229,34.0
115230,34.0
115231,68.0
115232,51.0
115233,34.0
115234,32.84
115235,32.84
115236,51.0
115237,51.0
115238,37.8
115239,63.599999999999994
115240,31.96
115241,31.96
115242,47.94
115243,31.96
115244,31.96
115245,95.0
115246,47.5
115247,47.5
115248,47.0
115249,47.5
115250,94.0
115251,47.5
115252,142.5
115253,95.0
115254,95.0
115255,63.599999999999994
115256,75.6
115257,75.6
115258,75.6
115259,75.6
115260,75.6
115261,75.6
115262,37.8
115263,75.6
115264,75.6
115265,75.6
115266,75.6
115267,25.2
115268,36.06
115269,216.35999999999999
115270,36.06
115271,36.06
115272,36.06
115273,36.06
115274,42.06
115275,36.06
115276,36.06
115277,36.06
115278,36.06
115279,42.06
115280,42.06
115281,103.80000000000001
115282,103.80000000000001
115283,103.80000000000001
115284,105.0
115285,105.0
115286,103.80000000000001
115287,105.0
115288,105.0
115289,105.0
115290,105.0
115291,105.0
115292,103.80000000000001
115293,105.0
115294,105.0
115295,105.0
115296,103.80000000000001
115297,105.0
115298,105.0
115299,105.0
115300,103.80000000000001
115301,51.900000000000006
115302,47.22
115303,51.54
115304,51.54
115305,51.54
115306,52.38
115307,54.54
115308,54.54
115309,54.54
115310,51.54
115311,52.38
115312,54.54
115313,55.38
115314,54.54
115315,51.54
115316,54.54
115317,109.08
115318,109.08
115319,54.54
115320,109.08
115321,33.480000000000004
115322,30.48
115323,22.32
115324,40.64
115325,33.480000000000004
115326,27.72
115327,27.72
115328,27.72
115329,27.72
115330,27.72
115331,27.72
115332,27.72
115333,27.72
115334,27.72
115335,27.72
115336,27.72
115337,27.72
115338,27.72
115339,27.72
115340,27.72
115341,27.72
115342,15.0
115343,15.0
115344,15.0
115345,15.0
115346,12.5
115347,15.0
115348,15.0
115349,15.0
115350,15.0
115351,15.0
115352,15.0
115353,15.0
115354,45.839999999999996
115355,45.839999999999996
115356,45.839999999999996
115357,45.839999999999996
115358,45.839999999999996
115359,45.839999999999996
115360,45.839999999999996
115361,45.839999999999996
115362,45.839999999999996
115363,45.839999999999996
115364,45.839999999999996
115365,45.839999999999996
115366,45.839999999999996
115367,45.839999999999996
115368,26.5
115369,29.53
115370,26.5
115371,29.53
115372,29.53
115373,29.53
115374,15.450000000000001
115375,20.6
115376,15.450000000000001
115377,30.900000000000002
115378,20.6
115379,20.6
115380,20.6
115381,30.900000000000002
115382,30.900000000000002
115383,20.6
115384,94.44
115385,47.22
115386,94.44
115387,94.44
115388,82.44
115389,94.44
115390,41.22
115391,27.48
115392,94.44
115393,24.509999999999998
115394,24.509999999999998
115395,24.509999999999998
115396,24.509999999999998
115397,32.68
115398,24.509999999999998
115399,63.0
115400,63.0
115401,126.0
115402,63.0
115403,126.0
115404,63.0
115405,60.0
115406,63.0
115407,60.0
115408,63.0
115409,63.0
115410,126.0
115411,63.0
115412,63.0
115413,63.0
115414,1200.0
115415,126.0
115416,63.0
115417,63.0
115418,63.0
115419,63.0
115420,63.0
115421,63.0
115422,63.0
115423,60.36
115424,60.36
115425,60.36
115426,60.36
115427,54.36
115428,60.36
115429,60.36
115430,68.52
115431,76.44
115432,68.52
115433,76.44
115434,76.44
115435,68.52
115436,68.52
115437,76.44
115438,68.52
115439,68.52
115440,68.52
115441,76.44
115442,76.44
115443,76.44
115444,68.52
115445,66.96000000000001
115446,66.96000000000001
115447,44.64
115448,33.480000000000004
115449,492.0
115450,132.0
115451,792.0
115452,121.68
115453,486.72
115454,44.0
115455,121.68
115456,132.0
115457,132.0
115458,130.68
115459,132.0
115460,130.68
115461,26.61
115462,35.48
115463,26.61
115464,17.74
115465,8.87
115466,26.61
115467,17.74
115468,17.74
115469,130.68
115470,243.36
115471,123.0
115472,264.0
115473,62.94
115474,62.94
115475,62.94
115476,62.94
115477,62.94
115478,62.94
115479,62.94
115480,62.94
115481,62.94
115482,62.94
115483,62.94
115484,62.94
115485,62.94
115486,62.94
115487,62.94
115488,62.94
115489,62.94
115490,62.94
115491,62.94
115492,62.94
115493,62.94
115494,62.94
115495,17.25
115496,34.5
115497,34.5
115498,34.5
115499,23.0
115500,17.25
115501,34.5
115502,34.5
115503,34.5
115504,28.75
115505,34.5
115506,34.5
115507,26.64
115508,13.950000000000001
115509,27.48
115510,18.6
115511,13.32
115512,17.76
115513,13.950000000000001
115514,0.0
115515,13.950000000000001
115516,79.86
115517,79.86
115518,79.86
115519,79.86
115520,79.86
115521,79.86
115522,13.31
115523,79.86
115524,79.86
115525,79.86
115526,66.12
115527,70.92
115528,66.12
115529,60.12
115530,66.12
115531,66.12
115532,64.92
115533,66.12
115534,64.92
115535,66.12
115536,66.12
115537,70.80000000000001
115538,70.80000000000001
115539,70.80000000000001
115540,70.80000000000001
115541,70.80000000000001
115542,70.80000000000001
115543,70.80000000000001
115544,70.80000000000001
115545,120.0
115546,120.0
115547,119.28
115548,114.0
115549,42.24
115550,43.2
115551,43.2
115552,42.24
115553,42.24
115554,42.24
115555,42.24
115556,42.24
115557,42.24
115558,42.24
115559,42.24
115560,42.24
115561,42.24
115562,42.24
115563,42.24
115564,42.24
115565,42.24
115566,42.24
115567,42.24
115568,43.2
115569,43.2
115570,42.24
115571,42.24
115572,42.24
115573,42.24
115574,42.24
115575,42.24
115576,42.24
115577,42.24
115578,78.0
115579,375.0
115580,150.0
115581,78.0
115582,78.0
115583,78.0
115584,75.0
115585,39.72
115586,39.72
115587,39.72
115588,39.72
115589,39.72
115590,39.72
115591,39.72
115592,40.8
115593,39.72
115594,39.72
115595,39.72
115596,40.8
115597,39.72
115598,39.72
115599,40.8
115600,39.72
115601,39.72
115602,39.72
115603,39.72
115604,39.72
115605,80.0
115606,80.0
115607,80.0
115608,79.0
115609,80.0
115610,80.0
115611,80.0
115612,80.0
115613,60.0
115614,80.0
115615,80.0
115616,80.0
115617,120.0
115618,49.199999999999996
115619,49.199999999999996
115620,49.199999999999996
115621,196.79999999999998
115622,369.6
115623,49.199999999999996
115624,67.67999999999999
115625,67.67999999999999
115626,67.67999999999999
115627,67.67999999999999
115628,67.67999999999999
115629,67.67999999999999
115630,67.67999999999999
115631,67.67999999999999
115632,67.67999999999999
115633,33.839999999999996
115634,67.67999999999999
115635,67.67999999999999
115636,33.839999999999996
115637,67.67999999999999
115638,67.67999999999999
115639,67.67999999999999
115640,67.67999999999999
115641,67.67999999999999
115642,16.919999999999998
115643,92.28
115644,70.32000000000001
115645,70.32000000000001
115646,92.28
115647,70.32000000000001
115648,35.160000000000004
115649,92.28
115650,92.28
115651,70.32000000000001
115652,70.32000000000001
115653,92.28
115654,72.9
115655,80.4
115656,72.9
115657,72.9
115658,72.9
115659,80.4
115660,72.9
115661,80.4
115662,80.4
115663,80.4
115664,80.4
115665,80.4
115666,72.9
115667,72.9
115668,72.9
115669,80.4
115670,52.5
115671,35.0
115672,34.46
115673,52.5
115674,105.0
115675,52.5
115676,35.0
115677,45.36
115678,45.36
115679,45.36
115680,45.36
115681,45.36
115682,45.36
115683,45.36
115684,45.36
115685,38.94
115686,38.94
115687,38.94
115688,77.88
115689,35.94
115690,35.94
115691,38.94
115692,35.94
115693,77.88
115694,38.94
115695,38.94
115696,35.94
115697,35.94
115698,35.94
115699,38.94
115700,38.94
115701,71.88
115702,77.88
115703,38.94
115704,38.94
115705,35.94
115706,35.94
115707,38.94
115708,35.94
115709,38.94
115710,38.94
115711,71.88
115712,38.94
115713,35.94
115714,18.54
115715,22.8
115716,17.1
115717,18.54
115718,4.96
115719,4.96
115720,4.96
115721,4.96
115722,4.96
115723,9.92
115724,4.96
115725,9.92
115726,4.96
115727,14.879999999999999
115728,19.84
115729,4.96
115730,9.92
115731,4.96
115732,14.879999999999999
115733,4.96
115734,4.96
115735,9.92
115736,29.759999999999998
115737,9.92
115738,29.759999999999998
115739,24.8
115740,9.92
115741,4.96
115742,9.92
115743,134.88
115744,58.08
115745,58.08
115746,58.08
115747,58.08
115748,58.08
115749,58.08
115750,58.08
115751,44.98
115752,44.98
115753,37.06
115754,22.49
115755,44.98
115756,44.98
115757,44.98
115758,43.44
115759,86.88
115760,86.88
115761,43.44
115762,43.44
115763,43.44
115764,43.44
115765,43.44
115766,43.44
115767,43.44
115768,43.44
115769,43.44
115770,43.44
115771,43.44
115772,43.44
115773,43.44
115774,86.88
115775,43.44
115776,43.44
115777,43.44
115778,43.44
115779,43.44
115780,43.44
115781,43.44
115782,202.32
115783,190.32
115784,202.32
115785,202.32
115786,202.32
115787,101.16
115788,202.32
115789,202.32
115790,202.32
115791,812.4
115792,156.12
115793,162.48
115794,156.12
115795,162.48
115796,156.12
115797,156.12
115798,156.12
115799,156.12
115800,156.12
115801,76.26
115802,76.26
115803,76.26
115804,76.26
115805,76.26
115806,76.26
115807,70.26
115808,70.26
115809,12.71
115810,76.26
115811,76.26
115812,76.26
115813,76.26
115814,31.98
115815,15.99
115816,21.88
115817,32.82
115818,32.82
115819,16.41
115820,21.88
115821,21.88
115822,20.84
115823,31.259999999999998
115824,32.82
115825,82.02
115826,88.02
115827,88.02
115828,76.02
115829,23.82
115830,47.64
115831,47.76
115832,47.76
115833,47.76
115834,47.76
115835,47.76
115836,49.56
115837,47.76
115838,47.76
115839,47.76
115840,47.76
115841,49.56
115842,47.76
115843,47.76
115844,47.76
115845,47.76
115846,49.56
115847,47.76
115848,47.76
115849,47.76
115850,47.76
115851,47.76
115852,23.88
115853,47.76
115854,49.56
115855,47.76
115856,47.76
115857,23.28
115858,23.28
115859,27.299999999999997
115860,23.28
115861,27.299999999999997
115862,27.299999999999997
115863,27.299999999999997
115864,23.28
115865,27.299999999999997
115866,27.299999999999997
115867,23.28
115868,44.94
115869,22.47
115870,93.0
115871,60.0
115872,60.0
115873,90.0
115874,60.0
115875,30.0
115876,245.76
115877,324.96
115878,72.0
115879,72.0
115880,246.0
115881,60.84
115882,264.0
115883,121.68
115884,17.580000000000002
115885,104.94
115886,52.47
115887,52.47
115888,52.47
115889,34.98
115890,34.98
115891,44.160000000000004
115892,44.160000000000004
115893,44.160000000000004
115894,58.88
115895,44.160000000000004
115896,44.160000000000004
115897,44.160000000000004
115898,44.160000000000004
115899,44.160000000000004
115900,29.44
115901,44.160000000000004
