,Cost Total
115902,44.160000000000004
115903,58.88
115904,44.160000000000004
115905,58.88
115906,44.160000000000004
115907,44.160000000000004
115908,44.160000000000004
115909,43.44
115910,44.160000000000004
115911,11.94
115912,11.94
115913,11.94
115914,11.94
115915,11.94
115916,5.97
115917,11.94
115918,11.94
115919,11.94
115920,11.94
115921,11.94
115922,11.94
115923,78.0
115924,52.0
115925,78.0
115926,26.0
115927,52.0
115928,52.0
115929,106.92
115930,106.92
115931,106.92
115932,106.92
115933,106.92
115934,106.92
115935,106.92
115936,94.92
115937,94.92
115938,106.92
115939,94.92
115940,106.92
115941,47.22
115942,31.48
115943,342.0
115944,348.0
115945,171.0
115946,174.0
115947,342.0
115948,174.0
115949,348.0
115950,171.0
115951,174.0
115952,171.0
115953,342.0
115954,348.0
115955,174.0
115956,342.0
115957,174.0
115958,171.0
115959,17400.0
115960,342.0
115961,174.0
115962,53.22
115963,54.96
115964,54.96
115965,27.48
115966,53.22
115967,54.96
115968,27.48
115969,26.61
115970,53.22
115971,54.96
115972,54.96
115973,14.32
115974,10.74
115975,10.74
115976,21.48
115977,10.74
115978,42.96
115979,42.96
115980,21.48
115981,7.16
115982,10.74
115983,41.400000000000006
115984,41.400000000000006
115985,82.80000000000001
115986,75.48
115987,75.48
115988,75.48
115989,75.48
115990,75.48
115991,75.48
115992,75.48
115993,19.98
115994,19.98
115995,13.32
115996,41.04
115997,13.32
115998,39.96
115999,41.04
116000,19.98
116001,48.12
116002,50.04
116003,48.12
116004,48.12
116005,48.12
116006,48.12
116007,48.12
116008,48.12
116009,48.12
116010,48.12
116011,48.12
116012,50.04
116013,48.12
116014,48.12
116015,47.099999999999994
116016,188.39999999999998
116017,94.19999999999999
116018,47.099999999999994
116019,94.19999999999999
116020,94.19999999999999
116021,94.19999999999999
116022,47.099999999999994
116023,212.52
116024,212.52
116025,212.52
116026,212.52
116027,212.52
116028,62.34
116029,62.34
116030,41.56
116031,124.68
116032,124.68
116033,124.68
116034,124.68
116035,22.5
116036,15.0
116037,22.5
116038,22.5
116039,10.2
116040,20.4
116041,27.2
116042,20.4
116043,11.25
116044,20.4
116045,20.4
116046,20.4
116047,22.5
116048,31.2
116049,280.8
116050,46.8
116051,93.6
116052,60.5
116053,62.8
116054,65.0
116055,121.0
116056,166.8
116057,166.8
116058,161.52
116059,152.52
116060,166.8
116061,166.8
116062,166.8
116063,166.8
116064,166.8
116065,333.6
116066,166.8
116067,161.52
116068,834.0
116069,315.6
116070,166.8
116071,166.8
116072,166.8
116073,762.6
116074,152.52
116075,161.52
116076,53.84
116077,166.8
116078,166.8
116079,43.980000000000004
116080,93.96000000000001
116081,99.96000000000001
116082,87.96000000000001
116083,99.96000000000001
116084,49.980000000000004
116085,99.96000000000001
116086,43.980000000000004
116087,99.96000000000001
116088,99.96000000000001
116089,93.96000000000001
116090,99.96000000000001
116091,62.519999999999996
116092,62.519999999999996
116093,62.519999999999996
116094,62.519999999999996
116095,80.03999999999999
116096,80.03999999999999
116097,80.03999999999999
116098,80.03999999999999
116099,80.03999999999999
116100,80.03999999999999
116101,80.03999999999999
116102,80.03999999999999
116103,80.03999999999999
116104,80.03999999999999
116105,80.03999999999999
116106,134.88
116107,34.5
116108,42.5
116109,39.9
116110,79.8
116111,79.8
116112,42.5
116113,85.0
116114,85.0
116115,85.0
116116,170.0
116117,39.9
116118,9.07
116119,9.07
116120,18.14
116121,9.07
116122,9.07
116123,9.07
116124,9.07
116125,9.07
116126,9.07
116127,9.07
116128,9.07
116129,67.41
116130,134.82
116131,67.41
116132,134.82
116133,134.82
116134,89.88
116135,110.22
116136,220.44
116137,110.22
116138,116.52000000000001
116139,110.22
116140,104.22
116141,110.22
116142,110.22
116143,110.22
116144,110.22
116145,110.22
116146,110.22
116147,104.22
116148,220.44
116149,110.22
116150,151.92000000000002
116151,151.92000000000002
116152,151.92000000000002
116153,75.96000000000001
116154,75.96000000000001
116155,151.92000000000002
116156,75.96000000000001
116157,75.96000000000001
116158,151.92000000000002
116159,151.92000000000002
116160,75.96000000000001
116161,75.96000000000001
116162,151.92000000000002
116163,151.92000000000002
116164,50.64
116165,151.92000000000002
116166,65.28
116167,32.64
116168,65.28
116169,41.519999999999996
116170,41.22
116171,41.22
116172,41.22
116173,82.44
116174,41.22
116175,41.22
116176,41.22
116177,41.22
116178,41.22
116179,41.22
116180,41.519999999999996
116181,41.22
116182,41.22
116183,41.22
116184,41.22
116185,41.22
116186,41.22
116187,41.519999999999996
116188,41.22
116189,41.519999999999996
116190,41.22
116191,41.22
116192,41.519999999999996
116193,83.03999999999999
116194,174.0
116195,174.0
116196,348.0
116197,174.0
116198,15.75
116199,15.75
116200,15.75
116201,31.5
116202,21.0
116203,95.52
116204,86.52
116205,95.52
116206,95.52
116207,95.52
116208,95.52
116209,91.08
116210,91.08
116211,95.52
116212,86.52
116213,60.17999999999999
116214,60.17999999999999
116215,222.0
116216,29.3
116217,29.3
116218,58.6
116219,29.3
116220,58.6
116221,29.3
116222,87.9
116223,58.6
116224,58.6
116225,29.3
116226,29.3
116227,29.3
116228,29.3
116229,29.3
116230,29.3
116231,29.3
116232,29.3
116233,29.3
116234,29.3
116235,58.6
116236,29.3
116237,87.9
116238,29.3
116239,29.3
116240,58.6
116241,87.9
116242,65.88
116243,65.88
116244,65.88
116245,65.88
116246,65.88
116247,65.88
116248,126.0
116249,126.0
116250,63.0
116251,0.0
116252,63.0
116253,58.08
116254,58.08
116255,63.0
116256,63.0
116257,116.16
116258,63.0
116259,63.0
116260,116.16
116261,58.08
116262,63.0
116263,63.0
116264,63.0
116265,36.69
116266,73.38
116267,36.69
116268,36.69
116269,48.92
116270,60.0
116271,60.0
116272,60.0
116273,60.0
116274,60.0
116275,60.0
116276,60.0
116277,60.0
116278,60.0
116279,60.0
116280,60.0
116281,60.0
116282,60.0
116283,60.0
116284,60.0
116285,51.0
116286,51.0
116287,18.98
116288,18.48
116289,9.49
116290,28.47
116291,18.98
116292,47.76
116293,47.76
116294,43.26
116295,43.68
116296,43.68
116297,45.18
116298,45.18
116299,90.36
116300,45.18
116301,45.18
116302,89.4
116303,90.0
116304,90.0
116305,90.0
116306,89.4
116307,90.0
116308,89.4
116309,89.4
116310,90.0
116311,75.6
116312,75.6
116313,75.6
116314,75.6
116315,75.6
116316,63.599999999999994
116317,94.32000000000001
116318,94.32000000000001
116319,94.32000000000001
116320,47.160000000000004
116321,94.32000000000001
116322,47.160000000000004
116323,38.94
116324,38.94
116325,35.94
116326,35.94
116327,38.94
116328,38.94
116329,38.94
116330,35.94
116331,24.0
116332,24.0
116333,24.0
116334,24.0
116335,24.0
116336,24.0
116337,20.0
116338,20.0
116339,20.0
116340,20.0
116341,20.0
116342,20.0
116343,20.0
116344,20.0
116345,20.0
116346,20.0
116347,20.0
116348,20.0
116349,20.0
116350,20.0
116351,20.0
116352,20.0
116353,20.0
116354,20.0
116355,53.519999999999996
116356,53.519999999999996
116357,53.519999999999996
116358,53.519999999999996
116359,53.519999999999996
116360,53.519999999999996
116361,53.519999999999996
116362,53.519999999999996
116363,53.519999999999996
116364,53.519999999999996
116365,53.519999999999996
116366,53.519999999999996
116367,53.519999999999996
116368,53.519999999999996
116369,53.519999999999996
116370,53.519999999999996
116371,53.519999999999996
116372,53.519999999999996
116373,53.519999999999996
116374,53.519999999999996
116375,63.0
116376,63.0
116377,63.0
116378,63.0
116379,63.0
116380,63.0
116381,63.0
116382,63.0
116383,63.0
116384,63.0
116385,63.0
116386,63.0
116387,63.0
116388,63.0
116389,63.0
116390,24.990000000000002
116391,49.980000000000004
116392,24.990000000000002
116393,68.28
116394,34.14
116395,34.14
116396,39.42
116397,41.519999999999996
116398,41.519999999999996
116399,39.42
116400,41.519999999999996
116401,39.42
116402,39.42
116403,39.42
116404,39.42
116405,39.42
116406,39.42
116407,39.42
116408,20.04
116409,112.32
116410,56.16
116411,112.32
116412,56.16
116413,28.08
116414,56.16
116415,43.68
116416,40.019999999999996
116417,40.019999999999996
116418,40.019999999999996
116419,40.019999999999996
116420,40.019999999999996
116421,40.019999999999996
116422,40.019999999999996
116423,40.019999999999996
116424,40.019999999999996
116425,43.68
116426,35.04
116427,29.04
116428,35.04
116429,35.04
116430,17.66
116431,29.490000000000002
116432,46.72
116433,102.89999999999999
116434,4.54
116435,9.08
116436,9.08
116437,4.54
116438,4.54
116439,13.620000000000001
116440,4.54
116441,9.08
116442,9.08
116443,9.08
116444,4.54
116445,4.54
116446,4.54
116447,9.08
116448,9.08
116449,18.16
116450,13.620000000000001
116451,9.08
116452,4.54
116453,4.54
116454,50.400000000000006
116455,50.400000000000006
116456,50.400000000000006
116457,59.88
116458,85.96
116459,64.47
116460,39.92
116461,39.92
116462,39.92
116463,21.49
116464,59.88
116465,39.92
116466,42.98
116467,59.88
116468,19.96
116469,60.0
116470,60.0
116471,60.0
116472,40.74
116473,40.74
116474,21.88
116475,21.88
116476,16.41
116477,31.259999999999998
116478,21.88
116479,16.41
116480,0.0
116481,20.84
116482,0.0
116483,21.88
116484,32.82
116485,21.88
116486,15.44
116487,23.16
116488,15.44
116489,92.64
116490,59.36
116491,44.519999999999996
116492,46.5
116493,29.68
116494,46.5
116495,59.36
116496,46.5
116497,31.0
116498,59.36
116499,44.519999999999996
116500,46.5
116501,46.5
116502,46.5
116503,157.44
116504,78.72
116505,39.36
116506,62.58
116507,62.58
116508,68.58
116509,68.58
116510,72.42
116511,68.58
116512,62.58
116513,66.42
116514,68.58
116515,125.16
116516,68.58
116517,62.58
116518,68.58
116519,68.58
116520,49.199999999999996
116521,49.199999999999996
116522,49.199999999999996
116523,49.199999999999996
116524,49.199999999999996
116525,49.199999999999996
116526,49.199999999999996
116527,49.199999999999996
116528,49.199999999999996
116529,49.199999999999996
116530,49.199999999999996
116531,49.199999999999996
116532,49.199999999999996
116533,49.199999999999996
116534,49.199999999999996
116535,49.199999999999996
116536,49.199999999999996
116537,49.199999999999996
116538,49.199999999999996
116539,49.199999999999996
116540,49.199999999999996
116541,49.199999999999996
116542,49.199999999999996
116543,60.96
116544,66.96000000000001
116545,33.480000000000004
116546,133.92000000000002
116547,66.96000000000001
116548,60.96
116549,133.92000000000002
116550,66.96000000000001
116551,133.92000000000002
116552,30.48
116553,121.92
116554,133.92000000000002
116555,121.92
116556,40.64
116557,133.92000000000002
116558,30.48
116559,162.0
116560,156.0
116561,156.0
116562,162.0
116563,162.0
116564,156.0
116565,156.0
116566,156.0
116567,162.0
116568,162.0
116569,156.0
116570,156.0
116571,156.0
116572,156.0
116573,162.0
116574,162.0
116575,44.04
116576,22.02
116577,44.04
116578,44.04
116579,38.22
116580,26.66
116581,26.66
116582,39.99
116583,26.66
116584,26.66
116585,13.33
116586,150.0
116587,130.92000000000002
116588,130.92000000000002
116589,130.92000000000002
116590,43.64
116591,130.92000000000002
116592,60.0
116593,44.76
116594,11.19
116595,11.19
116596,11.19
116597,11.19
116598,22.38
116599,11.19
116600,22.38
116601,44.76
116602,44.76
116603,11.19
116604,14.92
116605,22.38
116606,11.19
116607,44.76
116608,14.92
116609,11.19
116610,44.76
116611,44.76
116612,44.76
116613,44.76
116614,11.19
116615,11.19
116616,7.46
116617,18.65
116618,14.92
116619,44.76
116620,22.38
116621,7.46
116622,99.0
116623,99.0
116624,99.0
116625,99.0
116626,99.0
116627,96.24
116628,99.0
116629,99.0
116630,99.0
116631,99.0
116632,99.0
116633,96.24
116634,99.0
116635,99.0
116636,99.0
116637,96.24
116638,99.0
116639,68.69999999999999
116640,68.69999999999999
116641,68.69999999999999
116642,68.69999999999999
116643,68.69999999999999
116644,68.69999999999999
116645,68.69999999999999
116646,68.69999999999999
116647,137.39999999999998
116648,137.39999999999998
116649,76.67999999999999
116650,38.339999999999996
116651,64.67999999999999
116652,76.67999999999999
116653,76.67999999999999
116654,153.35999999999999
116655,94.5
116656,94.5
116657,94.5
116658,94.5
116659,94.5
116660,94.5
116661,94.5
116662,94.5
116663,88.5
116664,131.57999999999998
116665,175.44
116666,438.59999999999997
116667,438.59999999999997
116668,87.72
116669,4386.0
116670,4386.0
116671,307.02
116672,131.57999999999998
116673,4386.0
116674,4386.0
116675,4386.0
116676,43.86
116677,307.02
116678,31.66
116679,94.98
116680,90.36
116681,90.36
116682,78.36
116683,90.36
116684,90.36
116685,90.36
116686,90.36
116687,78.36
116688,90.36
116689,90.36
116690,90.36
116691,90.36
116692,90.36
116693,90.36
116694,88.92
116695,100.92
116696,100.92
116697,88.92
116698,100.92
116699,88.92
116700,88.92
116701,100.92
116702,88.92
116703,100.92
116704,100.92
116705,100.92
116706,100.92
116707,100.92
116708,88.92
116709,88.92
116710,100.92
116711,100.92
116712,88.92
116713,100.92
116714,88.92
116715,39.96
116716,39.96
116717,35.88
116718,35.88
116719,35.88
116720,41.88
116721,41.88
116722,62.88
116723,65.88
116724,48.96
116725,48.96
116726,122.88
116727,61.44
116728,73.44
116729,73.44
116730,61.44
116731,146.88
116732,122.88
116733,61.44
116734,146.88
116735,33.72
116736,73.44
116737,113.16
116738,113.16
116739,113.16
116740,101.16
116741,113.16
116742,113.16
116743,113.16
116744,113.16
116745,113.16
116746,113.16
116747,113.16
116748,27.28
116749,38.28
116750,38.28
116751,38.28
116752,94.44
116753,94.44
116754,94.44
116755,94.44
116756,94.44
116757,88.08
116758,63.12
116759,63.12
116760,57.12
116761,63.12
116762,63.12
116763,63.12
116764,63.12
116765,57.12
116766,147.96
116767,159.96
116768,159.96
116769,147.96
116770,159.96
116771,159.96
116772,159.96
116773,159.96
116774,159.96
116775,159.96
116776,159.96
116777,159.96
116778,39.06
116779,78.12
116780,26.04
116781,39.06
116782,39.06
116783,37.38
116784,37.38
116785,37.38
116786,39.06
116787,24.92
116788,49.84
116789,37.38
116790,39.06
116791,37.38
116792,78.12
116793,52.08
116794,78.12
116795,39.06
116796,24.92
116797,62.300000000000004
116798,39.06
116799,39.06
116800,39.06
116801,13.71
116802,18.28
116803,27.42
116804,27.42
116805,54.84
116806,18.28
116807,27.42
116808,13.71
116809,8.52
116810,8.52
116811,8.52
116812,8.52
116813,17.04
116814,8.52
116815,8.52
116816,8.52
116817,8.52
116818,8.52
116819,8.52
116820,8.52
116821,8.52
116822,17.04
116823,36.88
116824,55.32000000000001
116825,50.82000000000001
116826,55.32000000000001
116827,73.76
116828,55.32000000000001
116829,36.88
116830,55.32000000000001
116831,55.32000000000001
116832,55.32000000000001
116833,95.52
116834,31.84
116835,91.08
116836,47.76
116837,43.26
116838,95.52
116839,179.88
116840,179.88
116841,179.88
116842,179.88
116843,179.88
116844,179.88
116845,179.88
116846,179.88
116847,23.91
116848,23.91
116849,23.91
116850,23.91
116851,23.91
116852,42.52
116853,115.56
116854,21.26
116855,28.89
116856,38.52
116857,75.6
116858,63.599999999999994
116859,75.6
116860,75.6
116861,53.16
116862,56.16
116863,53.16
116864,56.16
116865,56.16
116866,56.16
116867,41.22
116868,47.22
116869,15.74
116870,41.22
116871,27.48
116872,30.6
116873,50.400000000000006
116874,100.80000000000001
116875,50.400000000000006
116876,33.6
116877,53.519999999999996
116878,33.6
116879,45.900000000000006
116880,57.96
116881,51.96
116882,57.96
116883,57.96
116884,51.96
116885,57.96
116886,51.96
116887,51.96
116888,51.96
116889,57.96
116890,57.96
116891,51.96
116892,57.96
116893,51.96
116894,78.0
116895,78.0
116896,78.0
116897,78.0
116898,39.0
116899,65.4
116900,65.4
116901,65.4
116902,65.4
116903,65.4
116904,65.4
116905,65.4
116906,65.4
116907,65.4
116908,65.4
116909,65.4
116910,66.12
116911,82.80000000000001
116912,82.80000000000001
116913,82.80000000000001
116914,82.80000000000001
116915,82.80000000000001
116916,82.80000000000001
116917,82.80000000000001
116918,82.80000000000001
116919,82.80000000000001
116920,82.80000000000001
116921,579.6
116922,82.80000000000001
116923,41.400000000000006
116924,82.80000000000001
116925,82.80000000000001
116926,47.76
116927,30.36
116928,47.76
116929,43.26
116930,31.84
116931,23.88
116932,186.0
116933,186.0
116934,186.0
116935,186.0
116936,186.0
116937,186.0
116938,2976.0
116939,29.28
116940,195.95999999999998
116941,587.8799999999999
116942,130.68
116943,243.36
116944,121.68
116945,130.68
116946,396.0
116947,246.0
116948,28.5
116949,114.0
116950,28.5
116951,28.5
116952,28.5
116953,28.5
116954,28.5
116955,28.5
116956,38.0
116957,50.28
116958,50.28
116959,50.28
116960,50.28
116961,50.28
116962,50.28
116963,50.28
116964,50.28
116965,50.28
116966,50.28
116967,50.28
116968,50.28
116969,50.28
116970,50.28
116971,50.28
116972,50.28
116973,50.28
116974,50.28
116975,125.03999999999999
116976,62.519999999999996
116977,62.519999999999996
116978,62.519999999999996
116979,31.88
116980,78.36
116981,78.36
116982,78.36
116983,78.36
116984,78.36
116985,78.36
116986,78.36
116987,78.36
116988,78.36
116989,78.36
116990,78.36
116991,65.88
116992,65.88
116993,65.88
116994,62.88
116995,65.88
116996,62.88
116997,65.88
116998,65.88
116999,62.88
117000,1257.6000000000001
117001,65.88
117002,65.88
117003,63.78
117004,65.88
117005,65.88
117006,65.88
117007,62.519999999999996
117008,62.519999999999996
117009,62.519999999999996
117010,62.519999999999996
117011,62.519999999999996
117012,62.519999999999996
117013,62.519999999999996
117014,62.519999999999996
117015,62.519999999999996
117016,62.519999999999996
117017,125.03999999999999
117018,62.519999999999996
117019,420.0
117020,65.0
117021,65.0
117022,130.0
117023,130.0
117024,65.0
117025,65.0
117026,130.0
117027,130.0
117028,65.0
117029,49.980000000000004
117030,49.980000000000004
117031,49.980000000000004
